TP9,AF7,AF8,TP10
0.028370234456447752,0.015388647758503002,0.12911214219555892,0.10127968451121133
1.810958901066786,1.5503744491915192,0.9772962716889402,5.9969928429723325
4.1252235117903115,2.2760038805482474,0.875568968988143,7.410950656858189
6.82444755523315,1.8564112168679703,-0.37813862667967435,2.7102168754603744
8.780871259881165,0.5585108720784994,-2.1167477668631016,-6.014340911883662
8.320305520006483,-1.012948284492951,-3.3715673792311165,-14.512458140733953
4.291935778628505,-2.354003797026606,-3.642944927955206,-19.14693031959423
-2.7899335968383534,-3.3175528052098042,-3.2210423501558356,-18.889746616196827
-10.39640460248826,-3.9950296815905295,-2.808500139833589,-15.317118769049465
-15.031656902749502,-4.3718515144045496,-2.812661064851756,-10.946588023784928
-14.341715136438316,-4.121490380499716,-2.9537660031315642,-7.371414058270878
-8.870047637842509,-2.7793340491950627,-2.527312256451506,-4.520182790904488
-1.8699869168742937,-0.17138149136459221,-1.0531350146852614,-1.2865775610368453
3.100133079149165,3.285259559111432,1.291420899426309,3.265696937641468
5.052791941842598,6.682588248761862,3.814738621661997,9.117081426392831
6.305976042422958,9.025530695579553,5.824682158093975,15.313777153556368
9.99213619017719,9.593371182191591,6.9811325845139445,20.468570678956247
16.233772667355193,8.035346391502449,7.185169736523364,23.215561580812928
20.604598936579166,4.317300816583463,6.237400662166444,22.43638699291134
16.968577805511423,-1.2032201029557008,3.7746250310064324,17.4690512677701
2.927244252224453,-7.519939015268839,-0.29252767958660447,8.509765897079053
-16.695626315540192,-12.861707239091421,-5.199923427150384,-2.94992217985634
-31.820691738736723,-15.125557086918835,-9.256637629333612,-14.121708075653125
-33.636472273665355,-12.876365774284551,-10.590979864486615,-21.705083345584793
-20.82145868299608,-6.362197662040424,-8.321965136385053,-23.275770062860353
-0.604351942709819,2.2239149505415434,-3.3030946498464524,-18.553672380386853
16.151703672116383,9.607932135182944,2.1987555878842087,-9.721289968340432
22.02079188272643,13.037485427048441,5.774099158004534,-0.44386127246274787
17.051495111824092,11.682210974508056,6.2682189987692185,5.957562903771278
7.334348162099394,6.963623167747357,4.361727430335289,8.1263184696345
-0.07734247037491974,1.6087620870114387,1.9476717593063648,7.071805534645747
-1.806705248903192,-1.9707678308386325,0.7504415578937454,5.092626820743451
0.646364614499234,-2.950169189964154,1.1556955055061136,3.9826813414631363
3.1906796704569342,-2.2302974797325312,2.072551505157751,3.8390693243930785
2.6628636163165367,-1.4289503486727637,1.9169853490898259,3.371608774996623
-0.9637501132590308,-1.5128263890439664,-0.0198286466145325,1.420343344304609
-4.909453023814489,-2.1250634701956437,-2.877739027599231,-1.6666899249791032
-5.957451204762371,-2.1324887816797786,-4.799431086285758,-4.104138227568657
-3.1489041186573132,-0.9151012425395071,-4.381723514941992,-4.253934600863517
1.1405601784218977,0.768623457334735,-1.8675119552504835,-2.340884958614205
2.747202609725055,1.2304639083477091,0.9362332264129499,-0.6069140180400868
-0.9390355501371038,-0.6260358509324037,2.0347642395185774,-1.4870474953753976
-8.296639653151713,-4.010783835428812,0.8392076018903175,-5.2356355647936965
-13.88782771433587,-6.458784979402479,-1.3529688913185123,-9.160340459577565
-12.22407346459828,-5.605464916331981,-2.4400569709206668,-9.418274937653512
-2.2676500404805235,-1.1604382191976204,-1.2913799182518566,-4.115268304761141
11.010539355407964,4.606524583101634,1.2753071933630222,4.8334342143539475
19.663358432834467,8.387415734745884,3.157325182002525,12.751544347682193
18.335879033629862,8.199493156596416,2.728998235892759,15.463373348600351
8.096630447665989,4.7047525737080615,0.22821199193029018,12.22336230492491
-4.441849516402236,0.490779327498341,-2.3840654164650363,6.026080093682886
