67,91,1
67,-403,1
67,-403,1
67,-466,1
67,-393,1
67,-364,1
67,-65,1
67,-65,1
67,-50,1
67,56,1
67,71,1
67,186,1
67,186,1
67,275,1
67,300,1
67,236,1
67,202,1
67,272,1
67,272,1
67,170,1
67,186,1
67,185,1
67,150,1
67,137,1
67,166,1
67,180,1
67,282,1
67,282,1
67,246,1
67,508,1
67,418,1
67,327,1
67,198,1
67,198,1
67,8,1
66,-108,1
66,-87,1
66,-236,1
66,-236,1
66,-341,1
66,-494,1
66,-494,1
66,-349,1
66,-349,1
66,195,1
66,195,1
66,151,1
66,204,1
66,204,1
66,320,1
66,320,1
66,263,1
66,261,1
66,267,1
66,136,1
66,157,1
66,157,1
66,36,1
66,154,1
66,64,1
66,97,1
66,97,1
66,125,1
66,151,1
66,73,1
66,85,1
66,85,1
66,68,1
66,52,1
66,28,1
66,44,1
66,-14,1
66,-14,1
66,-6,1
66,26,1
66,82,1
66,-10,1
66,-10,1
66,-3,1
66,77,1
66,76,1
66,82,1
66,82,1
66,119,1
66,82,1
66,76,1
66,106,1
66,106,1
66,112,1
66,109,1
66,29,1
66,29,1
66,-11,1
66,-3,1
66,106,1
66,-23,1
66,-52,1
77,-85,1
77,-5,1
77,89,1
77,22,1
77,48,1
77,98,1
77,51,1
77,23,1
77,42,1
77,42,1
77,42,1
77,11,1
77,72,1
77,102,1
77,102,1
77,54,1
77,-134,1
77,-236,1
77,-147,1
77,-147,1
77,-123,1
77,-45,1
77,77,1
77,77,1
77,81,1
77,134,1
77,164,1
77,101,1
77,101,1
77,43,1
77,-1,1
77,92,1
77,60,1
77,16,1
77,16,1
77,-58,1
77,-179,1
77,-179,1
77,-136,1
77,-136,1
77,-66,1
77,72,1
77,-6,1
77,51,1
77,51,1
77,135,1
77,12,1
77,18,1
77,50,1
77,50,1
77,101,1
77,101,1
77,194,1
77,182,1
77,182,1
77,139,1
77,59,1
77,105,1
77,53,1
77,53,1
77,-97,1
77,52,1
77,11,1
78,7,1
78,39,1
78,40,1
78,40,1
78,91,1
78,130,1
78,75,1
78,103,1
78,109,1
78,138,1
78,138,1
78,129,1
78,132,1
78,103,1
78,75,1
78,75,1
78,80,1
78,82,1
78,52,1
78,96,1
78,96,1
78,18,1
78,44,1
78,55,1
78,20,1
78,20,1
78,0,1
78,67,1
78,57,1
78,57,1
78,116,1
78,68,1
78,149,1
78,21,1
78,124,1
78,124,1
78,85,1
78,92,1
78,170,1
78,151,1
78,151,1
78,130,1
78,152,1
78,133,1
78,112,1
78,112,1
78,82,1
78,42,1
78,84,1
78,3,1
78,3,1
78,0,1
78,0,1
78,-17,1
78,33,1
78,33,1
78,58,1
78,58,1
78,19,1
78,53,1
78,23,1
78,73,1
78,36,1
81,38,1
81,38,1
81,34,1
81,42,1
81,18,1
81,105,1
81,105,1
81,105,1
81,-26,1
81,42,1
81,41,1
81,41,1
81,-34,1
81,51,1
81,64,1
81,101,1
81,101,1
81,68,1
81,64,1
81,52,1
81,148,1
81,148,1
81,181,1
81,75,1
81,92,1
81,8,1
81,8,1
81,-6,1
81,10,1
81,29,1
81,132,1
81,132,1
81,122,1
81,40,1
81,25,1
81,35,1
81,35,1
81,93,1
81,93,1
81,73,1
81,77,1
81,77,1
81,12,1
81,12,1
81,48,1
81,83,1
81,33,1
81,33,1
81,115,1
81,115,1
81,130,1
81,3,1
81,-8,1
81,-8,1
81,-41,1
81,-1,1
81,40,1
81,61,1
81,84,1
81,101,1
81,82,1
81,52,1
81,76,1
81,115,1
78,88,1
78,72,1
78,25,1
78,50,1
78,56,1
78,9,1
78,5,1
78,5,1
78,1,1
78,71,1
78,54,1
78,54,1
78,105,1
78,64,1
78,106,1
78,89,1
78,89,1
78,100,1
78,100,1
78,59,1
78,76,1
78,5,1
78,38,1
78,38,1
78,28,1
78,32,1
78,32,1
78,20,1
78,20,1
78,16,1
78,75,1
78,75,1
78,89,1
78,89,1
78,26,1
78,60,1
78,60,1
78,18,1
78,18,1
78,65,1
78,57,1
78,65,1
78,3,1
78,3,1
78,27,1
78,1,1
78,48,1
78,60,1
78,-12,1
78,-12,1
78,-50,1
78,42,1
78,77,1
78,25,1
78,25,1
78,40,1
78,28,1
78,53,1
78,74,1
78,83,1
78,83,1
78,54,1
78,68,1
69,71,1
69,71,1
69,80,1
69,80,1
69,43,1
69,71,1
69,82,1
69,35,1
69,86,1
69,87,1
69,87,1
69,48,1
69,20,1
69,23,1
69,-3,1
69,-3,1
69,-2,1
69,73,1
69,71,1
69,17,1
69,17,1
69,60,1
69,55,1
69,61,1
69,26,1
69,17,1
69,54,1
69,64,1
69,7,1
69,-38,1
69,-38,1
69,27,1
69,54,1
69,76,1
69,12,1
69,12,1
69,57,1
69,49,1
69,-27,1
69,-27,1
69,148,1
69,24,1
69,24,1
69,44,1
69,39,1
69,45,1
69,45,1
69,39,1
69,74,1
69,77,1
69,22,1
69,22,1
69,86,1
69,60,1
69,24,1
69,32,1
69,32,1
69,56,1
69,57,1
69,8,1
69,56,1
69,56,1
69,23,1
69,84,1
69,84,1
69,3,1
69,54,1
69,27,1
69,25,1
69,25,1
69,13,1
69,23,1
69,-7,1
69,9,1
69,9,1
69,-8,1
69,73,1
69,49,1
69,67,1
69,20,1
69,20,1
69,114,1
69,125,1
69,51,1
69,57,1
69,57,1
69,134,1
69,194,1
69,449,1
69,579,1
69,579,1
69,437,1
69,177,1
69,16,1
69,-282,1
69,-282,1
69,-417,1
69,-394,1
69,-380,1
69,-295,1
69,-295,1
69,-170,1
69,-86,1
69,-13,1
69,9,1
69,83,1
69,80,1
69,81,1
69,92,1
69,77,1
69,115,1
69,130,1
69,153,1
69,153,1
69,76,1
69,73,1
69,100,1
69,85,1
69,88,1
69,88,1
69,70,1
69,69,1
69,69,1
69,69,1
69,86,1
69,61,1
69,52,1
44,89,1
44,133,1
44,115,1
44,98,1
44,98,1
44,119,1
44,80,1
44,26,1
44,0,1
44,-5,1
44,-5,1
44,99,1
44,45,1
44,3,1
44,34,1
44,34,1
44,57,1
44,98,1
44,52,1
44,72,1
44,72,1
44,36,1
44,-21,1
44,58,1
44,2,1
44,2,1
44,42,1
44,68,1
44,56,1
44,56,1
44,66,1
44,66,1
44,19,1
44,5,1
44,48,1
44,12,1
44,12,1
44,-26,1
44,48,1
44,41,1
44,41,1
44,28,1
44,45,1
44,54,1
44,88,1
44,20,1
44,20,1
44,82,1
44,86,1
44,59,1
44,53,1
44,53,1
44,70,1
44,66,1
44,29,1
44,-12,1
44,-12,1
44,73,1
44,55,1
44,67,1
44,10,1
44,10,1
61,58,1
61,87,1
61,92,1
61,112,1
61,70,1
61,67,1
61,6,1
61,-5,1
61,-5,1
61,72,1
