0,1,8,11
97,63,54,1
97,63,54,1
97,63,38,1
97,63,38,1
97,63,43,1
97,63,43,1
97,63,43,1
97,63,82,1
97,63,82,1
97,63,21,1
97,63,21,1
97,63,11,1
97,63,23,1
97,63,23,1
97,63,0,1
97,63,0,1
97,63,0,1
97,63,51,1
97,63,51,1
97,63,48,1
97,63,22,1
97,63,22,1
97,63,22,1
97,63,32,1
97,63,32,1
97,63,21,1
97,63,42,1
97,63,42,1
97,63,113,1
97,63,113,1
97,63,113,1
97,63,24,1
97,63,24,1
97,63,22,1
100,74,43,1
100,74,43,1
100,74,29,1
100,74,29,1
100,74,29,1
100,74,29,1
100,74,72,1
100,74,72,1
100,74,72,1
100,74,77,1
100,74,77,1
100,74,77,1
100,74,3,1
100,74,3,1
100,74,3,1
100,74,59,1
100,74,85,1
100,74,85,1
100,74,84,1
100,74,82,1
100,74,82,1
100,74,82,1
100,74,55,1
100,74,29,1
100,74,29,1
100,74,29,1
100,74,121,1
100,74,121,1
100,74,121,1
100,74,148,1
100,74,86,1
100,74,86,1
100,74,173,1
100,74,440,1
100,74,440,1
100,74,440,1
100,74,440,1
100,74,-116,1
100,74,-116,1
100,74,-116,1
100,74,-238,1
100,74,-238,1
100,74,-238,1
100,74,-238,1
100,74,-238,1
100,74,-243,1
100,74,-243,1
100,74,-134,1
100,74,42,1
100,74,42,1
100,74,42,1
100,74,42,1
100,74,57,1
100,74,52,1
100,74,52,1
100,74,57,1
100,74,57,1
100,74,57,1
100,74,57,1
100,74,92,1
100,74,92,1
100,74,74,1
80,63,103,1
80,63,103,1
80,63,55,1
80,63,55,1
80,63,52,1
80,63,87,1
80,63,87,1
80,63,19,1
80,63,19,1
80,63,7,1
80,63,6,1
80,63,36,1
80,63,25,1
80,63,25,1
80,63,41,1
80,63,-105,1
80,63,-105,1
80,63,178,1
80,63,178,1
80,63,101,1
80,63,13,1
80,63,13,1
80,63,13,1
80,63,13,1
80,63,-6,1
80,63,-6,1
80,63,-6,1
80,63,10,1
80,63,10,1
80,63,40,1
80,63,40,1
80,63,40,1
80,63,24,1
80,63,24,1
80,63,17,1
80,63,35,1
80,63,35,1
80,63,37,1
80,63,-10,1
80,63,-10,1
80,63,-10,1
80,63,65,1
80,63,64,1
80,63,64,1
80,63,197,1
80,63,197,1
80,63,244,1
80,63,294,1
80,63,294,1
80,63,23,1
80,63,23,1
80,63,-54,1
80,63,-54,1
80,63,-66,1
80,63,-29,1
80,63,-29,1
80,63,-4,1
80,63,-4,1
80,63,-4,1
80,63,25,1
80,63,58,1
80,63,58,1
80,63,58,1
80,63,58,1
80,63,26,1
80,63,26,1
80,61,71,1
80,61,71,1
80,61,71,1
80,61,71,1
80,61,12,1
80,61,28,1
80,61,28,1
80,61,48,1
80,61,39,1
80,61,39,1
80,61,34,1
80,61,34,1
80,61,35,1
80,61,88,1
80,61,88,1
80,61,88,1
80,61,6,1
80,61,6,1
80,61,6,1
80,61,117,1
80,61,167,1
80,61,167,1
80,61,60,1
80,61,60,1
80,61,60,1
80,61,-23,1
80,61,-23,1
80,61,12,1
80,61,12,1
80,61,26,1
80,61,75,1
80,61,75,1
80,61,75,1
80,61,75,1
80,61,66,1
80,61,73,1
80,61,73,1
80,61,73,1
80,61,19,1
80,61,19,1
80,61,19,1
80,61,19,1
80,61,52,1
80,61,52,1
80,61,52,1
80,61,66,1
80,61,36,1
80,61,36,1
80,61,36,1
80,61,80,1
80,61,80,1
80,61,80,1
80,61,41,1
80,61,41,1
80,61,41,1
80,61,41,1
80,61,40,1
80,61,50,1
80,61,-5,1
80,61,-5,1
63,50,39,1
