timestamps,TP9,AF7,AF8,TP10,Right AUX
1680451581.823,-43.945,-33.203,-20.020,-30.273,0.000
1680451581.826,-49.316,-37.598,-24.414,-41.016,0.000
1680451581.830,-53.711,-35.645,-38.574,-50.781,0.000
1680451581.834,-62.500,-32.715,-32.715,-56.641,0.000
1680451581.838,-61.523,-37.598,-33.203,-55.664,0.000
1680451581.842,-43.457,-37.109,-26.367,-41.992,0.000
1680451581.846,-36.621,-32.715,-24.902,-30.762,0.000
1680451581.850,-43.945,-35.645,-29.785,-29.297,0.000
1680451581.854,-44.434,-32.715,-27.832,-36.133,0.000
1680451581.858,-23.926,-19.531,-27.832,-23.926,0.000
1680451581.862,-24.902,-19.043,-28.320,-20.508,0.000
1680451581.866,-44.434,-26.855,-20.996,-32.715,0.000
1680451581.869,-55.176,-31.250,-14.648,-45.410,0.000
1680451581.873,-58.105,-38.086,-30.273,-47.852,0.000
1680451581.877,-44.922,-41.504,-34.668,-20.020,0.000
1680451581.881,-28.809,-36.133,-31.250,-8.789,0.000
1680451581.885,-35.645,-36.621,-36.133,-37.109,0.000
1680451581.889,-65.430,-42.969,-40.527,-66.406,0.000
1680451581.893,-64.941,-47.852,-34.668,-56.641,0.000
1680451581.897,-38.086,-38.086,-26.855,-37.598,0.000
1680451581.901,-43.945,-25.391,-33.203,-68.359,0.000
1680451581.905,-46.387,-32.715,-37.598,-76.172,0.000
1680451581.909,-37.598,-33.691,-45.898,-60.547,0.000
1680451581.912,-44.434,-34.668,-39.551,-84.473,0.000
1680451581.916,-44.434,-38.574,-32.715,-75.195,0.000
1680451581.920,-26.367,-29.297,-43.457,-35.156,0.000
1680451581.924,-20.508,-24.902,-37.109,-26.367,0.000
1680451581.928,-41.016,-28.809,-33.203,-44.922,0.000
1680451581.932,-45.410,-30.762,-33.691,-52.734,0.000
1680451581.936,-42.480,-34.180,-26.367,-38.574,0.000
1680451581.940,-49.316,-32.715,-26.367,-36.621,0.000
1680451581.944,-34.180,-34.180,-32.227,-39.062,0.000
1680451581.948,-23.926,-33.691,-42.480,-24.902,0.000
1680451581.951,-35.645,-29.297,-52.246,-27.344,0.000
1680451581.955,-52.734,-28.809,-47.363,-43.457,0.000
1680451581.959,-56.641,-28.320,-42.480,-43.457,0.000
1680451581.963,-38.086,-37.598,-38.086,-20.996,0.000
1680451581.967,-11.230,-43.457,-38.574,-6.836,0.000
1680451581.971,-27.832,-32.715,-43.945,-32.227,0.000
1680451581.975,-65.918,-27.832,-43.457,-59.570,0.000
1680451581.979,-47.363,-31.250,-36.621,-44.434,0.000
1680451581.983,-10.742,-22.949,-41.504,-28.320,0.000
1680451581.987,-16.602,-23.926,-49.805,-39.062,0.000
1680451581.991,-68.359,-42.480,-41.504,-65.918,0.000
1680451581.994,-87.402,-43.945,-37.109,-74.219,0.000
1680451581.998,-72.266,-32.227,-35.156,-52.246,0.000
1680451582.002,-50.781,-30.273,-45.898,-37.109,0.000
1680451582.006,-29.297,-32.227,-48.340,-36.133,0.000
1680451582.010,-40.527,-35.645,-35.156,-45.898,0.000
1680451582.014,-53.223,-36.133,-34.180,-43.945,0.000
1680451582.018,-46.875,-29.297,-31.738,-28.809,0.000
1680451582.022,-46.387,-29.785,-31.738,-31.738,0.000
1680451582.026,-45.410,-35.645,-34.668,-31.250,0.000
1680451582.030,-28.809,-34.668,-39.062,-26.367,0.000
1680451582.034,-32.715,-26.855,-39.551,-35.156,0.000
1680451582.037,-45.898,-31.250,-33.691,-38.574,0.000
1680451582.041,-35.156,-34.180,-28.320,-29.785,0.000
1680451582.045,-30.273,-34.180,-31.738,-21.484,0.000
1680451582.049,-28.320,-36.621,-32.715,-24.902,0.000
1680451582.053,-18.066,-28.809,-35.645,-35.645,0.000
1680451582.057,-21.973,-29.785,-40.039,-31.250,0.000
1680451582.061,-45.410,-37.598,-29.785,-31.250,0.000
1680451582.065,-41.016,-39.062,-24.414,-32.227,0.000
1680451582.069,-24.414,-37.598,-27.832,-31.738,0.000
1680451582.073,-43.945,-29.785,-35.156,-55.176,0.000
1680451582.076,-52.734,-27.832,-41.992,-55.664,0.000
1680451582.080,-47.363,-34.180,-41.992,-51.758,0.000
1680451582.084,-72.754,-37.109,-36.621,-68.848,0.000
1680451582.088,-64.941,-38.086,-29.297,-62.988,0.000
1680451582.092,-49.316,-41.016,-24.902,-50.293,0.000
1680451582.096,-60.059,-36.133,-28.320,-56.152,0.000
1680451582.100,-46.875,-27.344,-30.762,-54.688,0.000
1680451582.104,-38.086,-20.020,-29.297,-43.945,0.000
1680451582.108,-41.016,-24.414,-37.598,-39.062,0.000
1680451582.112,-57.129,-39.062,-39.062,-51.270,0.000
1680451582.116,-72.266,-41.992,-32.227,-58.105,0.000
1680451582.119,-52.734,-38.086,-39.062,-46.875,0.000
1680451582.123,-27.344,-34.180,-36.621,-34.180,0.000
1680451582.127,-24.414,-28.809,-32.715,-27.344,0.000
1680451582.131,-36.133,-29.297,-31.250,-30.762,0.000
1680451582.135,-58.594,-37.598,-28.809,-37.598,0.000
1680451582.139,-64.453,-41.504,-20.020,-38.574,0.000
1680451582.143,-39.551,-38.086,-17.090,-22.461,0.000
1680451582.147,-28.809,-34.180,-28.809,-16.602,0.000
1680451582.151,-38.086,-35.156,-26.855,-27.344,0.000
1680451582.155,-49.316,-32.715,-12.695,-35.645,0.000
1680451582.159,-59.570,-28.320,-22.461,-40.039,0.000
1680451582.162,-58.594,-31.738,-27.832,-38.086,0.000
1680451582.166,-40.039,-35.156,-25.879,-29.785,0.000
1680451582.170,-32.227,-36.621,-29.297,-34.180,0.000
1680451582.174,-54.199,-38.574,-32.227,-50.293,0.000
1680451582.178,-65.430,-36.621,-32.715,-51.270,0.000
1680451582.182,-50.293,-31.250,-33.203,-45.410,0.000
1680451582.186,-49.316,-29.785,-29.297,-43.457,0.000
1680451582.190,-65.430,-38.086,-30.762,-56.152,0.000
1680451582.194,-67.383,-41.016,-30.762,-55.176,0.000
1680451582.198,-52.734,-41.504,-30.273,-38.574,0.000
1680451582.201,-37.109,-41.016,-38.574,-32.715,0.000
1680451582.205,-31.250,-39.551,-34.668,-32.715,0.000
1680451582.209,-34.180,-36.133,-30.273,-39.551,0.000
1680451582.213,-41.992,-34.180,-31.250,-42.480,0.000
1680451582.217,-40.039,-38.086,-24.414,-29.297,0.000
1680451582.221,-22.461,-31.250,-26.855,-15.625,0.000
1680451582.225,0.000,-29.297,-34.668,-11.719,0.000
1680451582.229,-9.277,-31.250,-33.203,-21.973,0.000
1680451582.233,-43.945,-34.180,-26.367,-43.945,0.000
1680451582.237,-51.758,-33.691,-26.855,-46.387,0.000
1680451582.241,-21.484,-28.809,-30.273,-23.926,0.000
1680451582.244,-15.137,-37.109,-32.715,-22.461,0.000
1680451582.248,-40.527,-39.551,-32.227,-35.156,0.000
1680451582.252,-40.039,-34.180,-27.832,-39.062,0.000
1680451582.256,-27.832,-37.598,-27.832,-40.527,0.000
1680451582.260,-29.297,-34.668,-29.785,-32.715,0.000
1680451582.264,-38.574,-33.691,-32.715,-34.180,0.000
1680451582.268,-45.898,-32.715,-37.598,-45.898,0.000
1680451582.272,-40.527,-28.809,-45.410,-45.898,0.000
1680451582.276,-41.992,-35.156,-45.410,-51.270,0.000
1680451582.280,-62.012,-40.527,-36.621,-57.617,0.000
1680451582.283,-52.246,-43.457,-41.992,-47.363,0.000
1680451582.287,-31.250,-51.758,-42.969,-35.645,0.000
1680451582.291,-39.551,-45.898,-36.621,-39.062,0.000
1680451582.295,-42.480,-31.738,-41.504,-53.711,0.000
1680451582.299,-18.066,-25.879,-45.410,-45.898,0.000
1680451582.303,-2.441,-23.438,-41.016,-18.555,0.000
1680451582.307,-34.180,-29.297,-37.598,-24.414,0.000
1680451582.311,-50.293,-39.551,-35.645,-38.086,0.000
1680451582.315,-35.645,-39.062,-32.715,-14.160,0.000
1680451582.319,-24.414,-31.738,-37.598,-9.277,0.000
1680451582.323,-12.695,-27.832,-38.574,-19.531,0.000
1680451582.326,-11.719,-30.273,-42.480,-19.531,0.000
1680451582.330,-33.691,-31.250,-46.387,-30.762,0.000
1680451582.334,-49.316,-34.668,-42.969,-43.945,0.000
1680451582.338,-41.016,-38.086,-44.434,-38.086,0.000
1680451582.342,-19.043,-41.016,-39.062,-21.484,0.000
1680451582.346,-19.531,-36.621,-36.621,-18.066,0.000
1680451582.350,-35.156,-32.715,-42.480,-34.180,0.000
1680451582.354,-51.270,-37.598,-41.992,-57.129,0.000
1680451582.358,-58.105,-38.574,-37.109,-52.734,0.000
1680451582.362,-39.551,-33.203,-38.086,-37.598,0.000
1680451582.366,-42.480,-32.227,-43.945,-45.410,0.000
1680451582.369,-52.246,-35.645,-46.387,-49.805,0.000
1680451582.373,-41.504,-37.109,-50.293,-44.434,0.000
1680451582.377,-32.715,-42.480,-45.898,-26.855,0.000
1680451582.381,-13.672,-43.945,-38.086,-13.184,0.000
1680451582.385,-12.207,-34.668,-41.992,-20.508,0.000
1680451582.389,-30.273,-42.480,-35.645,-22.949,0.000
1680451582.393,-20.508,-46.875,-29.297,-1.465,0.000
1680451582.397,-6.836,-31.250,-40.527,0.488,0.000
1680451582.401,-6.348,-29.297,-47.363,-9.277,0.000
1680451582.405,-12.695,-30.762,-45.410,-17.578,0.000
1680451582.408,-21.973,-30.273,-48.828,-30.273,0.000
1680451582.412,-15.137,-35.645,-47.852,-11.230,0.000
1680451582.416,-6.836,-44.434,-40.527,2.441,0.000
1680451582.420,-14.160,-49.316,-40.527,-1.465,0.000
1680451582.424,-29.785,-41.992,-45.898,-23.926,0.000
1680451582.428,-24.902,-40.527,-50.781,-41.992,0.000
1680451582.432,-15.137,-48.340,-51.758,-31.738,0.000
1680451582.436,-2.441,-41.016,-40.527,-22.461,0.000
1680451582.440,13.672,-35.645,-28.809,-7.324,0.000
1680451582.444,15.625,-29.785,-38.574,-11.230,0.000
1680451582.448,-4.883,-23.926,-49.805,-31.250,0.000
1680451582.451,-9.766,-28.320,-50.293,-29.297,0.000
1680451582.455,-5.859,-28.809,-44.922,-9.277,0.000
1680451582.459,-11.719,-40.527,-39.062,1.465,0.000
1680451582.463,0.977,-43.457,-37.109,-1.953,0.000
1680451582.467,-29.297,-37.109,-45.898,-29.785,0.000
1680451582.471,-43.945,-34.180,-45.410,-24.902,0.000
1680451582.475,-12.207,-39.062,-38.574,1.953,0.000
1680451582.479,-0.977,-35.645,-40.527,-1.953,0.000
1680451582.483,-1.953,-30.762,-39.551,-19.043,0.000
1680451582.487,-1.465,-32.227,-37.109,-9.766,0.000
1680451582.491,8.301,-29.297,-46.875,1.465,0.000
1680451582.494,5.859,-28.320,-47.852,-8.301,0.000
1680451582.498,9.277,-37.109,-32.227,11.230,0.000
1680451582.502,24.414,-42.969,-26.855,34.180,0.000
1680451582.506,16.113,-36.621,-40.039,12.207,0.000
1680451582.510,-5.371,-36.133,-45.898,-18.066,0.000
1680451582.514,1.465,-32.715,-42.969,-2.441,0.000
1680451582.518,20.996,-28.809,-37.109,18.555,0.000
1680451582.522,17.578,-32.715,-31.738,16.602,0.000
1680451582.526,9.277,-39.551,-20.508,11.230,0.000
1680451582.530,-9.766,-45.410,-13.672,-3.906,0.000
1680451582.533,-15.625,-42.480,-34.180,-9.766,0.000
1680451582.537,-12.207,-34.180,-42.969,-5.371,0.000
1680451582.541,-2.441,-35.645,-41.016,-13.184,0.000
1680451582.545,9.766,-36.621,-46.875,-20.020,0.000
1680451582.549,0.488,-34.180,-48.828,-19.043,0.000
1680451582.553,-10.254,-37.598,-41.016,-19.531,0.000
1680451582.557,-9.766,-41.016,-36.133,-13.672,0.000
1680451582.561,-3.418,-41.992,-35.645,-0.977,0.000
1680451582.565,4.883,-35.645,-36.621,-1.953,0.000
1680451582.569,-6.348,-35.156,-48.340,-15.625,0.000
1680451582.573,-25.879,-48.340,-30.762,-19.043,0.000
1680451582.576,-19.531,-50.293,-16.602,-11.719,0.000
1680451582.580,2.930,-38.086,-32.227,3.906,0.000
1680451582.584,15.625,-27.344,-29.297,11.230,0.000
1680451582.588,15.137,-26.367,-33.691,6.348,0.000
1680451582.592,7.812,-33.203,-33.691,-2.441,0.000
1680451582.596,-5.371,-37.109,-33.203,-8.301,0.000
1680451582.600,0.000,-36.133,-33.691,-3.418,0.000
1680451582.604,-3.906,-31.250,-33.691,-12.207,0.000
1680451582.608,-16.602,-34.180,-40.039,-29.785,0.000
1680451582.612,-16.602,-34.668,-41.016,-24.414,0.000
1680451582.616,-5.859,-32.227,-44.434,-22.949,0.000
1680451582.619,0.977,-35.645,-36.621,-20.996,0.000
1680451582.623,1.465,-35.645,-37.598,-9.766,0.000
1680451582.627,-5.859,-32.227,-45.898,-22.949,0.000
1680451582.631,-17.578,-36.133,-35.156,-32.715,0.000
1680451582.635,-12.207,-41.504,-33.203,-14.648,0.000
1680451582.639,1.465,-31.738,-36.621,-3.418,0.000
1680451582.643,0.000,-22.949,-41.016,-12.207,0.000
1680451582.647,-6.836,-24.902,-42.969,-19.043,0.000
1680451582.651,-12.695,-33.203,-43.457,-26.855,0.000
1680451582.655,-21.973,-38.086,-42.480,-27.344,0.000
1680451582.658,-14.160,-32.715,-32.227,-15.137,0.000
1680451582.662,-11.719,-40.039,-29.297,-8.301,0.000
1680451582.666,-8.301,-41.992,-29.785,-20.996,0.000
1680451582.670,-7.812,-32.227,-35.156,-27.344,0.000
