Attention,Meditation,Low-Alpha,Hight-Alpha,Low-Beta,High Beta,Low-Gamma,Mid-Gamma,Raw-Value,Delta,Theta,Class
1,21,19475,7858,6125,5381,1379,701,156,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,119,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,229,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-88,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-43,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,93,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-36,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,241,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,806,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,487,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,305,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,197,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-76,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-222,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-238,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-246,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,-147,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,92,1198574,87513,1
1,21,19475,7858,6125,5381,1379,701,19,1198574,87513,1
1,24,10321,6026,8913,4233,1045,353,-37,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-87,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-298,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-481,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-433,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-242,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-131,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-203,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-311,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,508,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,407,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,249,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,140,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,33,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-142,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,585,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,533,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,306,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,91,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-377,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-545,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-182,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,107,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,115,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,97,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,150,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,48,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-120,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-281,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-582,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-622,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-247,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,-125,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,184,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,280,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,387,124546,36139,1
1,24,10321,6026,8913,4233,1045,353,476,124546,36139,1
13,30,55208,56606,48381,35157,10054,1322,649,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,817,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,759,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,548,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,396,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,289,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,51,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-21,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-146,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-161,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-124,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-84,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-7,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,203,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,269,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-145,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-364,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-408,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-532,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-520,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-293,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-179,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-105,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,22,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,161,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,85,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-11,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-18,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-78,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-93,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,58,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,161,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,50,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-81,518636,199683,1
13,30,55208,56606,48381,35157,10054,1322,-249,518636,199683,1
14,26,22862,19129,6001,4058,1159,1411,198,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,588,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,84,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-106,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-71,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-36,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-58,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-71,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,522,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,546,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,264,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,178,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,321,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,475,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,373,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,620,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,681,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,608,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,316,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,138,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,290,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,324,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,325,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,170,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-53,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-323,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-467,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-500,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-396,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-237,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-298,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-125,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-170,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,-30,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,40,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,103,1170213,58435,1
14,26,22862,19129,6001,4058,1159,1411,84,1170213,58435,1
29,14,2470,14821,27086,17184,3296,1610,24,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,17,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,9,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-19,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,104,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,101,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,19,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,1,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,54,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,27,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-23,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,54,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,70,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,23,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-73,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-44,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-45,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-26,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-8,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-46,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,22,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-9,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,54,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,56,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,70,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,23,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,8,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,57,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-49,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,68,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,25,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,112,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,86,1021514,124637,1
29,14,2470,14821,27086,17184,3296,1610,-28,1021514,124637,1
24,27,16226,20758,12437,4357,6394,2057,-8,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,13,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,20,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,7,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-2,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,92,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,117,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,109,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,200,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,272,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,436,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,490,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,481,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,108,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-391,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-445,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-370,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-365,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-258,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,10,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,71,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,133,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,99,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,129,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,97,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,89,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-2,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,71,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,139,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,192,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,312,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,491,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-237,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-306,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-401,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-354,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-154,638009,29050,1
24,27,16226,20758,12437,4357,6394,2057,-12,638009,29050,1
20,13,4442,7606,6710,12426,864,880,-27,397229,149201,1
20,13,4442,7606,6710,12426,864,880,2,397229,149201,1
20,13,4442,7606,6710,12426,864,880,-30,397229,149201,1
20,13,4442,7606,6710,12426,864,880,-40,397229,149201,1
20,13,4442,7606,6710,12426,864,880,153,397229,149201,1
20,13,4442,7606,6710,12426,864,880,187,397229,149201,1
20,13,4442,7606,6710,12426,864,880,220,397229,149201,1
20,13,4442,7606,6710,12426,864,880,196,397229,149201,1
20,13,4442,7606,6710,12426,864,880,128,397229,149201,1
20,13,4442,7606,6710,12426,864,880,165,397229,149201,1
20,13,4442,7606,6710,12426,864,880,179,397229,149201,1
20,13,4442,7606,6710,12426,864,880,70,397229,149201,1
20,13,4442,7606,6710,12426,864,880,100,397229,149201,1
20,13,4442,7606,6710,12426,864,880,21,397229,149201,1
20,13,4442,7606,6710,12426,864,880,22,397229,149201,1
20,13,4442,7606,6710,12426,864,880,60,397229,149201,1
20,13,4442,7606,6710,12426,864,880,9,397229,149201,1
20,13,4442,7606,6710,12426,864,880,-11,397229,149201,1
20,13,4442,7606,6710,12426,864,880,43,397229,149201,1
20,13,4442,7606,6710,12426,864,880,1,397229,149201,1
20,13,4442,7606,6710,12426,864,880,54,397229,149201,1
20,13,4442,7606,6710,12426,864,880,135,397229,149201,1
20,13,4442,7606,6710,12426,864,880,69,397229,149201,1
20,13,4442,7606,6710,12426,864,880,99,397229,149201,1
20,13,4442,7606,6710,12426,864,880,104,397229,149201,1
20,13,4442,7606,6710,12426,864,880,123,397229,149201,1
20,13,4442,7606,6710,12426,864,880,19,397229,149201,1
20,13,4442,7606,6710,12426,864,880,102,397229,149201,1
20,13,4442,7606,6710,12426,864,880,145,397229,149201,1
20,13,4442,7606,6710,12426,864,880,96,397229,149201,1
20,13,4442,7606,6710,12426,864,880,36,397229,149201,1
20,13,4442,7606,6710,12426,864,880,-3,397229,149201,1
20,13,4442,7606,6710,12426,864,880,-98,397229,149201,1
20,13,4442,7606,6710,12426,864,880,4,397229,149201,1
20,13,4442,7606,6710,12426,864,880,-45,397229,149201,1
20,13,4442,7606,6710,12426,864,880,23,397229,149201,1
51,4,9903,9366,9687,23113,9901,1408,-33,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-25,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,49,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,22,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,40,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,41,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,33,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,26,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-43,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,54,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,93,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,84,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,9,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,87,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,75,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,104,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,54,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,70,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,80,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,56,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,49,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,87,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,93,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,132,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,120,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,139,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,300,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,513,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,587,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,13,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-305,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-247,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-155,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-171,258976,50347,1
51,4,9903,9366,9687,23113,9901,1408,-87,258976,50347,1
61,26,15079,21297,9987,20996,12091,3159,-99,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-727,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-210,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,148,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,161,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,316,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,249,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,269,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,162,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,168,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,194,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,208,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-13,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-46,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,33,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,56,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,74,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,90,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,11,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,44,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,82,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,48,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,432,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,340,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-179,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-902,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-577,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-54,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-11,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,72,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,140,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,139,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,211,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,176,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,24,213349,49277,1
61,26,15079,21297,9987,20996,12091,3159,-19,213349,49277,1
91,21,765,19834,10679,15382,6361,3124,49,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,108,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,112,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,149,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,131,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,119,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,133,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,240,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,195,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,-269,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,-101,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,61,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,149,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,139,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,231,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,199,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,151,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,235,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,134,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,87,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,115,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,96,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,-268,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,-138,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,-149,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,23,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,140,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,113,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,147,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,259,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,199,1101338,15271,1
91,21,765,19834,10679,15382,6361,3124,114,1101338,15271,1
87,37,2953,2522,3499,1032,670,228,118,181353,14657,1
87,37,2953,2522,3499,1032,670,228,212,181353,14657,1
87,37,2953,2522,3499,1032,670,228,232,181353,14657,1
87,37,2953,2522,3499,1032,670,228,408,181353,14657,1
87,37,2953,2522,3499,1032,670,228,130,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-425,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-301,181353,14657,1
87,37,2953,2522,3499,1032,670,228,48,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-2,181353,14657,1
87,37,2953,2522,3499,1032,670,228,40,181353,14657,1
87,37,2953,2522,3499,1032,670,228,76,181353,14657,1
87,37,2953,2522,3499,1032,670,228,99,181353,14657,1
87,37,2953,2522,3499,1032,670,228,64,181353,14657,1
87,37,2953,2522,3499,1032,670,228,49,181353,14657,1
87,37,2953,2522,3499,1032,670,228,69,181353,14657,1
87,37,2953,2522,3499,1032,670,228,20,181353,14657,1
87,37,2953,2522,3499,1032,670,228,76,181353,14657,1
87,37,2953,2522,3499,1032,670,228,119,181353,14657,1
87,37,2953,2522,3499,1032,670,228,61,181353,14657,1
87,37,2953,2522,3499,1032,670,228,51,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-36,181353,14657,1
87,37,2953,2522,3499,1032,670,228,107,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-219,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-151,181353,14657,1
87,37,2953,2522,3499,1032,670,228,-75,181353,14657,1
87,37,2953,2522,3499,1032,670,228,23,181353,14657,1
87,37,2953,2522,3499,1032,670,228,54,181353,14657,1
87,37,2953,2522,3499,1032,670,228,56,181353,14657,1
87,37,2953,2522,3499,1032,670,228,61,181353,14657,1
87,37,2953,2522,3499,1032,670,228,64,181353,14657,1
87,37,2953,2522,3499,1032,670,228,102,181353,14657,1
87,37,2953,2522,3499,1032,670,228,87,181353,14657,1
56,47,25832,13609,1627,4072,1472,459,109,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,88,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,153,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,102,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,66,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,56,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-24,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-162,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-71,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-27,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,40,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,112,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,74,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,55,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,51,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,32,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,52,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,27,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,40,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,54,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,97,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,49,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,61,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,43,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,60,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,84,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,169,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,53,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,256,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,231,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,404,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-69,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-248,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-237,273837,56239,1
56,47,25832,13609,1627,4072,1472,459,-173,273837,56239,1
44,47,4451,13163,7030,5248,1416,861,-76,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,-75,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,-33,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,8,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,58,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,103,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,102,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,112,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,162,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,88,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,49,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,77,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,68,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,80,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,17,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,57,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,-183,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,-90,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,135,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,137,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,83,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,-1,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,98,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,161,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,121,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,160,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,183,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,112,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,106,78867,28199,1
44,47,4451,13163,7030,5248,1416,861,77,78867,28199,1
