poor_signal , raw,attention , meditation
0 , 25
0 , 74
0 , 42
0 , 92
0 , 67
0 , 73
0 , 132
0 , 52
0 , 65
0 , 86
0 , 53
0 , 53
0 , 97
0 , 86
0 , 20
0 , 70
0 , -11
0 , 8
0 , 75
0 , 39
0 , 33
0 , 19
0 , 58
0 , 58
0 , 37
0 , 89
0 , 42
0 , 65
0 , 72
0 , 129
0 , 51
0 , 89
0 , 59
0 , 90
0 , 60
0 , 54
0 , 37
0 , 33
0 , 22
0 , 10
0 , 45
0 , 8
0 , -24
0 , 44
0 , 44
0 , 55
0 , 49
0 , 27
0 , 50
0 , 82
0 , 68
0 , 74
0 , 80
0 , 34
0 , 80
0 , 26
0 , 88
0 , 181
0 , -70
0 , 26
0 , 43
0 , 104
0 , -69
0 , 101
0 , 82
0 , 81
0 , 134
0 , 96
0 , 51
0 , 60
0 , 70
0 , 12
0 , 102
0 , 57
0 , 71
0 , 23
0 , 73
0 , 87
0 , 89
0 , 60
0 , 3
0 , 48
0 , 105
0 , 7
0 , 45
0 , 38
0 , 57
0 , 54
0 , 58
0 , 25
0 , 66
0 , 108
0 , 35
0 , 55
0 , 52
0 , 87
0 , 99
0 , 28
0 , 41
0 , -51
0 , 71
0 , 80
0 , 10
0 , 96
0 , 65
0 , 91
0 , 58
0 , 50
0 , 34
0 , -23
0 , 178
0 , 2
0 , 28
0 , 68
0 , 130
0 , 104
0 , 98
0 , 29
0 , 137
0 , 9
0 , 99
0 , 73
0 , 37
0 , 162
0 , 16
0 , -24
0 , 75
0 , 37
0 , -11
0 , 26
0 , 168
0 , -56
0 , 53
0 , 23
0 , 66
0 , 57
0 , 41
0 , 56
0 , 20
0 , 17
0 , 38
0 , 73
0 , 82
0 , 44
0 , 83
0 , 36
0 , 20
0 , 57
0 , 49
0 , 72
0 , 44
0 , 103
0 , 25
0 , -13
0 , 49
0 , 39
0 , -22
0 , 44
0 , 67
0 , 25
0 , 70
0 , 59
0 , 49
0 , 58
0 , 59
0 , -2
0 , 84
0 , 57
0 , 42
0 , 16
0 , 12
0 , 83
0 , 42
0 , 27
0 , 25
0 , 70
0 , 54
0 , 68
0 , 73
0 , 71
0 , 10
0 , 74
0 , 40
0 , 90
0 , 69
0 , 6
0 , 25
0 , 32
0 , 84
0 , 43
0 , 10
0 , 75
0 , 59
0 , -13
0 , 98
0 , 10
0 , 41
0 , 65
0 , 51
0 , 28
0 , 18
