67,13,7613,2999,5631,5235,3343,1382,91,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-403,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-403,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-466,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-393,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-364,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-65,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-65,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,-50,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,56,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,71,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,186,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,186,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,275,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,300,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,236,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,202,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,272,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,272,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,170,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,186,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,185,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,150,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,137,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,166,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,180,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,282,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,282,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,246,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,508,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,418,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,327,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,198,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,198,424171,27705,1
67,13,7613,2999,5631,5235,3343,1382,8,424171,27705,1
66,1,62392,76284,58027,39720,8898,3453,-108,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-87,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-236,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-236,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-341,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-494,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-494,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-349,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-349,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,195,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,195,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,151,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,204,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,204,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,320,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,320,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,263,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,261,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,267,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,136,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,157,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,157,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,36,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,154,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,64,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,97,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,97,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,125,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,151,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,73,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,85,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,85,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,68,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,52,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,28,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,44,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-14,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-14,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-6,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,26,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,82,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-10,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-10,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-3,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,77,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,76,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,82,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,82,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,119,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,82,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,76,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,106,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,106,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,112,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,109,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,29,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,29,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-11,1235338,797227,1
66,1,62392,76284,58027,39720,8898,3453,-3,1235338,797227,1
