0.0,0
90.76923076923077,30
100.0,40
100.0,43
90.76923076923077,27
100.0,20
95.3125,11
100.0,4
100.0,16
100.0,24
100.0,41
100.0,67
100.0,74
93.75,69
29.6875,57
10.9375,48
7.6923076923076925,51
3.076923076923077,47
0.0,34
7.6923076923076925,43
46.15384615384615,35
100.0,51
47.69230769230769,81
52.30769230769231,64
89.0625,64
40.0,53
6.25,51
66.15384615384616,69
100.0,74
100.0,69
26.153846153846153,47
0.0,38
0.0,44
0.0,44
4.6875,56
90.76923076923077,61
4.615384615384615,47
9.23076923076923,54
0.0,40
0.0,44
0.0,43
3.125,40
3.125,38
39.0625,38
16.923076923076923,38
0.0,29
0.0,21
0.0,23
0.0,17
0.0,47
43.07692307692308,57
100.0,64
100.0,69
100.0,57
100.0,61
100.0,69
100.0,80
100.0,87
100.0,77
100.0,90
100.0,74
100.0,66
90.76923076923077,61
21.53846153846154,44
0.0,50
0.0,34
0.0,35
0.0,35
0.0,35
84.61538461538461,57
10.76923076923077,47
0.0,35
95.3125,57
1.5384615384615385,63
100.0,91
100.0,88
100.0,75
100.0,75
50.76923076923077,44
4.6875,10
6.25,23
0.0,20
0.0,24
0.0,47
0.0,51
6.25,56
33.84615384615385,60
73.4375,57
41.53846153846154,43
0.0,48
1.5625,51
0.0,47
0.0,51
3.125,44
3.076923076923077,26
0.0,30
0.0,30
0.0,26
3.125,53
3.076923076923077,53
54.6875,57
92.1875,66
87.5,56
15.625,48
0.0,37
0.0,43
0.0,47
87.5,61
100.0,78
100.0,66
100.0,60
1.5384615384615385,29
0.0,34
0.0,35
0.0,29
0.0,30
0.0,27
0.0,17
