0.0,0
92.1875,41
100.0,23
100.0,17
100.0,1
1.5625,4
0.0,1
0.0,11
0.0,30
0.0,41
16.923076923076923,69
81.53846153846153,48
20.0,56
61.53846153846154,35
0.0,20
0.0,44
0.0,44
0.0,41
38.46153846153846,69
100.0,63
53.84615384615385,48
0.0,41
0.0,13
0.0,16
0.0,27
0.0,53
61.53846153846154,57
100.0,63
100.0,61
27.692307692307693,47
0.0,47
0.0,41
0.0,29
0.0,43
0.0,53
90.76923076923077,61
100.0,69
100.0,64
96.92307692307692,44
0.0,44
0.0,54
0.0,47
0.0,53
12.5,57
83.07692307692308,41
0.0,48
0.0,54
27.692307692307693,56
100.0,67
71.875,69
33.84615384615385,66
64.61538461538461,41
0.0,14
0.0,14
0.0,7
0.0,24
0.0,43
0.0,41
0.0,41
0.0,34
0.0,50
64.61538461538461,60
23.076923076923077,47
0.0,53
76.5625,44
100.0,38
26.5625,53
67.1875,54
49.23076923076923,61
87.5,61
100.0,60
100.0,56
18.46153846153846,30
96.92307692307692,14
100.0,1
53.84615384615385,13
100.0,13
100.0,1
100.0,16
100.0,24
100.0,37
100.0,57
76.5625,48
0.0,41
0.0,41
0.0,16
7.6923076923076925,1
0.0,1
0.0,1
0.0,26
0.0,40
6.153846153846154,37
3.076923076923077,50
26.153846153846153,53
56.92307692307692,69
100.0,66
100.0,50
100.0,38
100.0,34
40.0,51
46.15384615384615,61
84.61538461538461,50
100.0,44
100.0,48
100.0,48
100.0,56
100.0,41
100.0,34
100.0,26
96.92307692307692,43
0.0,44
0.0,56
3.076923076923077,70
21.875,61
0.0,51
0.0,48
0.0,37
0.0,43
