1683636981.237,-55.176,-41.992,-82.031,-45.898
1683636981.241,-62.500,-36.621,-29.297,-38.086
1683636981.245,-38.574,-25.391,17.090,-9.766
1683636981.249,-13.184,-17.578,-2.441,6.348
1683636981.253,-17.578,-24.902,-68.359,-20.996
1683636981.257,-47.852,-45.410,-92.773,-56.641
1683636981.261,-59.570,-47.852,-42.480,-56.641
1683636981.264,-21.484,-29.297,16.602,-15.137
1683636981.268,2.930,-23.438,19.531,17.090
1683636981.272,-15.625,-35.645,-45.898,-9.277
1683636981.276,-46.387,-42.480,-91.797,-57.617
1683636981.280,-62.988,-39.551,-48.340,-66.895
1683636981.282,-40.039,-23.926,17.090,-30.273
1683636981.286,-8.301,-12.207,19.531,6.348
1683636981.290,-14.160,-17.578,-52.246,-8.301
1683636981.294,-41.016,-29.785,-104.492,-53.711
1683636981.298,-52.246,-36.621,-52.246,-64.453
1683636981.302,-34.180,-35.645,17.578,-29.785
1683636981.306,-6.836,-28.320,7.812,8.301
1683636981.309,-11.719,-28.809,-42.480,-1.465
1683636981.313,-46.875,-43.945,-74.219,-48.828
1683636981.317,-67.871,-55.176,-46.387,-67.871
1683636981.321,-54.688,-44.434,14.160,-41.504
1683636981.325,-20.020,-28.320,24.414,0.488
1683636981.327,-15.137,-32.715,-30.273,-1.953
1683636981.331,-36.621,-33.691,-92.773,-41.016
1683636981.335,-58.594,-36.133,-75.684,-60.547
1683636981.339,-52.246,-47.852,-8.301,-37.109
1683636981.343,-17.578,-35.645,20.508,8.789
1683636981.347,-10.742,-23.926,-9.277,16.602
1683636981.351,-35.645,-38.574,-76.172,-23.926
1683636981.354,-63.965,-61.035,-77.148,-61.035
1683636981.358,-54.199,-43.945,4.395,-40.527
1683636981.362,-15.137,-19.531,31.250,8.789
1683636981.366,-1.465,-22.949,-22.461,20.020
1683636981.370,-25.391,-40.039,-93.262,-16.113
1683636981.372,-62.012,-58.105,-101.074,-62.988
1683636981.376,-63.477,-43.945,-25.391,-50.293
1683636981.380,-25.879,-24.902,35.645,-1.953
1683636981.384,-5.859,-20.508,7.812,20.020
1683636981.388,-23.438,-31.738,-62.012,-7.812
1683636981.392,-51.758,-45.410,-70.312,-50.781
1683636981.396,-50.781,-40.527,-7.324,-48.828
1683636981.399,-17.578,-30.273,38.574,-9.277
1683636981.403,7.324,-27.832,-6.836,7.324
1683636981.407,-15.137,-34.180,-77.148,-24.414
1683636981.411,-51.270,-44.434,-86.914,-56.152
1683636981.415,-50.293,-44.434,-37.109,-53.223
1683636981.417,-24.902,-25.391,12.207,-14.648
1683636981.421,4.883,-14.648,-0.488,17.090
1683636981.425,-10.254,-31.250,-66.406,-6.348
1683636981.429,-48.828,-50.781,-96.680,-55.664
1683636981.433,-61.523,-54.688,-37.598,-71.289
1683636981.437,-45.898,-38.574,30.273,-34.180
1683636981.441,-20.508,-27.344,14.648,-2.441
1683636981.444,-32.227,-45.898,-52.246,-20.508
1683636981.448,-58.594,-61.035,-85.938,-56.152
1683636981.452,-67.383,-58.594,-43.945,-62.012
1683636981.456,-50.293,-40.527,26.367,-30.273
1683636981.460,-17.578,-28.809,33.203,2.441
1683636981.462,-23.926,-31.250,-30.273,-7.812
1683636981.466,-54.688,-41.504,-81.055,-46.387
1683636981.470,-73.730,-50.293,-58.594,-60.059
1683636981.474,-54.688,-38.086,14.160,-29.297
1683636981.478,-18.555,-27.344,31.738,8.301
1683636981.482,-17.090,-21.973,-26.855,5.859
1683636981.486,-44.922,-33.203,-82.520,-34.668
1683636981.489,-66.895,-53.711,-73.242,-59.570
1683636981.493,-54.199,-48.828,-14.648,-37.598
1683636981.497,-13.184,-30.762,12.695,3.906
1683636981.501,8.301,-32.227,-22.461,17.578
1683636981.505,-21.973,-47.852,-76.660,-16.113
1683636981.522,-47.363,-47.852,-64.453,-46.875
1683636981.526,-34.668,-35.156,2.930,-27.832
1683636981.530,-12.207,-31.738,31.250,8.301
1683636981.534,-8.301,-24.902,-17.090,9.277
1683636981.538,-40.039,-26.367,-83.496,-30.273
1683636981.542,-72.754,-45.410,-81.055,-65.430
1683636981.546,-72.266,-48.828,-15.137,-46.387
1683636981.549,-34.668,-32.227,29.297,1.953
1683636981.553,-15.137,-35.156,-9.277,13.672
1683636981.557,-41.016,-51.758,-78.125,-18.066
1683636981.561,-71.777,-59.082,-79.102,-50.293
1683636981.565,-66.895,-50.293,-10.742,-41.016
1683636981.567,-26.855,-27.832,41.992,4.883
1683636981.571,-4.395,-18.066,14.648,24.902
1683636981.575,-24.414,-44.434,-59.570,-6.836
1683636981.579,-51.758,-62.500,-86.426,-48.340
