1683640215.911,111.816,-9.277,-15.137,27.344
1683640215.915,-15.625,-6.348,-20.020,-4.883
1683640215.919,-154.785,-13.672,-14.648,-52.246
1683640215.923,-120.605,-18.555,-7.812,-49.805
1683640215.927,32.227,-15.625,-16.113,-23.438
1683640215.931,103.516,-11.719,-25.391,2.441
1683640215.935,-7.812,-15.137,-28.809,-20.996
1683640215.938,-158.203,-24.902,-32.715,-71.777
1683640215.942,-126.953,-18.555,-18.555,-57.617
1683640215.946,28.809,-16.113,-9.277,-19.043
1683640215.950,119.141,-12.695,-17.090,2.930
1683640215.954,23.926,-12.207,-25.391,-20.996
1683640215.971,-125.000,-19.531,-24.414,-59.570
1683640215.975,-125.000,-21.973,-19.043,-48.340
1683640215.979,22.949,-21.484,-8.789,-5.371
1683640215.983,130.859,-17.090,-13.672,21.973
1683640215.987,50.293,-18.066,-28.809,4.883
1683640215.991,-94.238,-13.184,-29.297,-32.227
1683640215.995,-117.188,-14.160,-19.531,-35.156
1683640215.998,6.836,-24.902,-15.137,-4.395
1683640216.002,122.559,-20.996,-15.625,23.926
1683640216.006,64.453,-20.020,-24.414,8.301
1683640216.010,-90.820,-22.461,-31.250,-38.574
1683640216.014,-135.254,-23.926,-20.508,-47.852
1683640216.001,-9.277,-19.531,-7.324,-9.277
1683640216.005,113.770,-17.090,-10.742,19.043
1683640216.009,77.148,-18.066,-18.066,11.230
1683640216.013,-78.613,-17.578,-19.043,-29.785
1683640216.017,-155.273,-16.602,-18.066,-52.246
1683640216.021,-51.270,-14.160,-11.719,-27.832
1683640216.025,94.727,-15.137,-8.789,5.371
1683640216.028,79.102,-19.043,-19.043,2.930
1683640216.032,-86.426,-21.973,-31.250,-41.992
1683640216.036,-188.477,-30.762,-33.691,-79.102
1683640216.040,-92.285,-36.621,-26.855,-54.199
1683640216.044,66.406,-24.414,-20.996,-5.371
1683640216.061,87.402,-12.695,-23.926,5.859
1683640216.065,-56.152,-16.602,-30.273,-27.344
1683640216.069,-176.758,-27.832,-24.902,-69.824
1683640216.073,-103.516,-28.320,-11.230,-49.805
1683640216.077,51.758,-26.855,-13.184,-0.977
1683640216.081,86.914,-31.250,-21.973,0.977
1683640216.085,-32.227,-29.785,-30.762,-23.438
1683640216.088,-157.227,-30.273,-29.297,-42.969
1683640216.092,-113.281,-28.809,-16.113,-35.645
1683640216.096,33.691,-30.762,-13.672,-3.906
1683640216.100,89.844,-26.855,-12.695,15.137
1683640216.104,-10.742,-17.090,-17.090,-6.836
1683640216.106,-153.320,-23.438,-28.320,-45.410
1683640216.110,-128.418,-20.996,-19.531,-38.086
1683640216.114,24.902,-21.484,-9.766,-4.883
1683640216.118,105.469,-21.484,-15.625,14.160
1683640216.122,3.906,-20.996,-24.902,-14.160
1683640216.126,-145.508,-21.973,-25.879,-50.293
1683640216.130,-140.625,-23.438,-20.996,-50.293
1683640216.133,2.930,-25.879,-13.184,-20.508
1683640216.137,103.027,-23.438,-20.020,5.859
1683640216.141,20.508,-27.344,-36.133,-18.555
1683640216.145,-144.043,-35.645,-35.645,-60.547
1683640216.149,-161.621,-31.738,-15.137,-65.430
1683640216.151,-20.508,-23.438,-10.254,-25.391
1683640216.155,96.191,-20.996,-20.020,12.695
1683640216.159,50.293,-17.578,-24.902,-0.488
1683640216.163,-103.027,-20.508,-27.832,-39.551
1683640216.167,-158.691,-23.438,-22.949,-55.176
1683640216.171,-30.762,-14.160,-7.812,-27.344
1683640216.175,107.422,-13.672,-9.766,16.602
1683640216.178,67.871,-20.508,-34.180,5.371
1683640216.182,-83.984,-20.020,-43.945,-37.598
1683640216.186,-150.391,-24.414,-35.156,-51.270
1683640216.190,-43.457,-18.555,-20.508,-28.809
1683640216.194,95.215,-15.625,-17.090,2.930
1683640216.196,70.801,-18.555,-27.832,-2.441
1683640216.200,-93.262,-32.715,-28.809,-42.480
1683640216.204,-166.016,-41.016,-16.602,-54.199
1683640216.208,-66.895,-29.785,-7.324,-34.668
1683640216.212,70.312,-19.531,-12.695,-8.301
1683640216.216,90.332,-15.625,-25.391,-0.488
1683640216.220,-50.781,-23.926,-31.738,-34.668
1683640216.223,-174.316,-31.738,-31.738,-64.453
1683640216.227,-119.629,-39.062,-22.461,-59.082
1683640216.231,38.086,-32.227,-13.184,-22.949
1683640216.235,78.125,-25.391,-25.391,-7.324
1683640216.239,-49.805,-30.273,-29.297,-41.504
1683640216.241,-161.133,-30.273,-22.461,-73.242
1683640216.245,-111.328,-26.367,-17.090,-56.641
1683640216.249,45.898,-24.902,-19.531,-17.578
1683640216.253,104.980,-26.855,-29.785,-4.883
1683640216.257,-17.090,-28.320,-31.738,-32.227
1683640216.261,-146.484,-23.438,-27.344,-61.523
1683640216.265,-107.910,-22.461,-10.742,-45.898
1683640216.268,34.668,-30.762,-13.672,-11.719
1683640216.272,105.469,-31.738,-27.832,6.348
1683640216.276,12.207,-26.855,-28.320,-10.254
1683640216.280,-143.066,-30.273,-35.645,-53.223
1683640216.284,-138.672,-33.691,-29.785,-52.734
