1683634172.340,-26.367,-17.090,-27.832,-9.277
1683634172.344,-16.602,-13.672,-27.832,-10.742
1683634172.348,-30.762,-25.391,-38.574,-36.133
1683634172.352,-48.828,-34.668,-42.480,-47.363
1683634172.356,-46.387,-20.508,-30.762,-33.691
1683634172.360,-28.809,-6.836,-23.926,-15.137
1683634172.364,-29.785,-21.484,-30.762,-23.926
1683634172.367,-53.711,-41.504,-52.734,-51.758
1683634172.371,-56.641,-39.062,-53.223,-59.082
1683634172.375,-39.551,-31.250,-29.297,-45.898
1683634172.379,-22.461,-26.855,-21.973,-33.203
1683634172.383,-6.348,-26.367,-31.738,-26.367
1683634172.385,-7.324,-30.762,-39.551,-33.203
1683634172.389,-26.367,-34.668,-33.691,-46.875
1683634172.393,-41.016,-37.598,-35.645,-42.969
1683634172.397,-36.621,-37.109,-30.273,-19.531
1683634172.401,-28.320,-32.227,-19.043,-9.766
1683634172.405,-29.785,-29.297,-18.555,-19.531
1683634172.409,-46.875,-40.039,-42.969,-35.156
1683634172.412,-48.340,-57.129,-60.547,-34.180
1683634172.416,-27.832,-42.969,-36.133,-19.043
1683634172.420,-14.648,-14.160,-27.344,-6.348
1683634172.424,-14.160,-11.719,-34.180,-13.184
1683634172.428,-29.297,-25.391,-41.016,-36.133
1683634172.430,-33.203,-30.273,-28.809,-38.574
1683634172.434,-21.484,-20.020,-21.973,-17.090
1683634172.438,-20.020,-14.160,-27.344,-9.766
1683634172.442,-31.738,-24.414,-26.855,-24.414
1683634172.446,-42.480,-30.273,-29.785,-42.480
1683634172.450,-57.617,-32.715,-28.320,-51.758
1683634172.454,-45.410,-33.691,-45.410,-36.133
1683634172.457,-26.855,-27.832,-46.387,-20.508
1683634172.461,-40.527,-26.855,-33.691,-32.227
1683634172.465,-59.570,-39.551,-42.969,-54.199
1683634172.469,-62.500,-39.551,-36.621,-62.012
1683634172.473,-53.711,-26.367,-26.855,-45.410
1683634172.475,-37.598,-21.484,-29.785,-26.367
1683634172.479,-34.180,-23.926,-33.203,-33.203
1683634172.483,-44.922,-34.180,-31.250,-51.758
1683634172.487,-59.570,-44.434,-36.133,-61.523
1683634172.491,-54.688,-35.645,-24.902,-47.852
1683634172.495,-36.621,-20.508,-32.227,-25.391
1683634172.499,-37.109,-17.090,-55.664,-25.879
1683634172.502,-50.293,-29.297,-42.480,-45.410
1683634172.506,-63.477,-41.992,-33.203,-58.594
1683634172.510,-61.035,-44.434,-31.738,-53.223
1683634172.514,-42.969,-33.203,-24.902,-35.645
1683634172.518,-32.715,-20.020,-24.414,-27.344
1683634172.535,-39.062,-32.715,-35.156,-37.109
