timestamps,TP9,AF7,AF8,TP10
1683631421,-50.293,-58.594,-48.34,-64.941
1683631421,-7.812,-30.762,-33.691,-43.945
1683631421,-13.672,-18.066,-27.832,-29.297
1683631421,-47.852,-28.32,-31.738,-35.645
1683631421,-48.828,-29.785,-46.387,-41.504
1683631421,-29.785,-21.484,-53.711,-38.574
1683631421,-22.949,-27.832,-53.711,-33.691
1683631421,-23.926,-43.457,-53.711,-35.645
1683631421,-43.945,-47.363,-45.898,-39.062
1683631421,-64.453,-47.363,-39.551,-41.504
1683631421,-44.434,-43.457,-39.062,-35.645
1683631421,0,-34.18,-31.25,-23.926
1683631421,-13.184,-32.227,-39.062,-30.273
1683631421,-57.129,-38.574,-55.176,-42.48
1683631421,-62.988,-55.664,-57.129,-47.852
1683631421,-41.992,-38.574,-41.504,-37.109
1683631421,-19.531,-20.508,-33.203,-32.227
1683631421,-11.23,-25.879,-41.992,-35.645
1683631421,-37.598,-39.551,-50.293,-36.133
1683631421,-52.734,-47.363,-43.945,-27.832
1683631421,-52.246,-44.434,-35.645,-33.203
1683631421,-36.621,-45.898,-33.203,-43.945
1683631421,-11.23,-30.273,-32.227,-29.785
1683631421,-41.016,-43.457,-51.758,-38.574
1683631421,-71.777,-69.336,-60.059,-47.363
1683631421,-63.477,-60.547,-47.363,-41.504
1683631421,-31.738,-43.945,-43.457,-34.668
1683631421,-11.719,-31.25,-41.504,-27.344
1683631421,-34.668,-36.621,-33.691,-29.785
1683631421,-57.617,-39.062,-26.855,-34.668
1683631421,-59.082,-32.227,-26.855,-41.016
1683631421,-31.738,-32.227,-25.879,-31.25
1683631421,-17.578,-33.691,-33.203,-26.855
1683631421,-56.641,-41.016,-43.945,-41.504
1683631421,-88.867,-53.711,-43.945,-49.316
1683631421,-73.73,-45.41,-45.898,-39.062
1683631421,-50.293,-36.621,-43.945,-34.18
1683631421,-32.715,-32.715,-43.457,-34.668
1683631421,-45.898,-33.691,-51.27,-37.598
1683631421,-84.473,-40.039,-49.805,-42.969
1683631421,-91.309,-52.734,-56.152,-40.039
1683631421,-66.406,-57.129,-55.664,-42.969
1683631421,-37.109,-38.574,-29.297,-46.387
1683631421,-39.551,-34.18,-18.555,-39.062
1683631421,-62.988,-41.016,-32.715,-37.598
1683631421,-79.59,-51.27,-48.828,-47.363
1683631421,-63.965,-60.547,-52.246,-46.387
1683631421,-14.648,-33.203,-36.621,-30.273
1683631421,-16.602,-21.484,-48.34,-32.227
1683631421,-62.012,-38.574,-65.43,-47.852
1683631421,-73.242,-49.805,-46.387,-43.457
1683631421,-65.43,-53.711,-34.668,-47.363
1683631421,-36.621,-34.668,-38.574,-43.945
1683631421,-31.738,-21.484,-45.898,-38.574
1683631421,-62.5,-33.203,-42.48,-47.852
1683631421,-57.617,-38.574,-32.715,-44.922
1683631421,-50.781,-30.762,-26.855,-48.828
1683631421,-39.062,-34.18,-38.086,-47.852
1683631421,-38.086,-45.898,-50.293,-48.828
1683631421,-54.199,-60.059,-37.109,-44.922
1683631421,-64.941,-53.711,-32.227,-39.551
1683631421,-63.965,-41.016,-41.016,-53.711
1683631421,-32.227,-39.551,-46.387,-50.293
1683631421,-19.043,-16.113,-52.246,-41.504
1683631421,-50.781,-12.695,-64.941,-56.152
1683631421,-63.965,-32.715,-52.734,-61.523
1683631421,-60.547,-39.062,-44.434,-56.152
1683631421,-41.504,-30.762,-51.758,-52.246
1683631421,-28.32,-18.555,-51.27,-46.875
1683631421,-42.969,-29.297,-48.828,-45.898
1683631421,-54.199,-30.762,-45.41,-40.527
1683631421,-53.223,-19.531,-50.293,-34.668
1683631421,-25.879,-24.414,-46.387,-38.086
1683631421,-5.371,-28.809,-40.039,-38.086
1683631421,-24.902,-36.621,-56.641,-35.645
1683631421,-55.176,-50.293,-60.547,-36.621
1683631421,-60.059,-49.805,-51.27,-41.504
1683631421,-28.32,-24.414,-39.551,-43.945
1683631421,-13.672,-5.371,-44.922,-35.645
1683631421,-21.973,-18.066,-58.105,-32.227
1683631421,-43.457,-44.434,-57.617,-44.922
1683631421,-76.172,-60.059,-49.805,-52.246
1683631421,-56.152,-52.734,-43.457,-38.574
1683631421,-10.254,-20.996,-34.18,-20.508
1683631421,-18.555,-13.184,-25.391,-19.043
1683631421,-50.781,-32.715,-43.457,-35.156
1683631421,-57.129,-42.969,-47.363,-41.992
1683631421,-40.039,-38.086,-29.785,-40.039
1683631421,-14.16,-33.203,-34.668,-34.18
1683631421,-24.902,-27.832,-51.27,-28.809
1683631421,-54.688,-38.086,-58.594,-40.527
1683631421,-62.988,-60.547,-52.246,-48.34
1683631421,-55.176,-53.223,-46.875,-47.852
1683631421,-28.809,-42.969,-51.27,-46.387
1683631421,-35.645,-51.27,-56.152,-39.551
1683631421,-75.684,-56.152,-54.199,-39.062
1683631421,-75.195,-51.27,-37.109,-33.691
1683631421,-61.523,-49.805,-31.25,-36.133
1683631421,-31.25,-31.25,-35.156,-37.598
1683631421,-19.531,-24.414,-47.852,-33.203
1683631421,-66.406,-56.152,-57.617,-53.223
1683631421,-83.008,-67.383,-51.27,-65.43
1683631421,-65.43,-58.105,-51.758,-58.594
1683631421,-32.227,-45.898,-42.969,-48.828
1683631421,-7.812,-31.25,-36.621,-42.969
1683631421,-42.48,-41.504,-58.105,-53.711
1683631421,-78.125,-57.129,-62.988,-53.711
1683631421,-62.012,-51.27,-39.551,-49.316
1683631421,-22.949,-32.715,-27.832,-43.457
1683631421,0.488,-16.602,-26.855,-20.02
1683631421,-24.902,-23.926,-37.109,-24.414
1683631421,-67.383,-52.734,-51.758,-45.41
1683631421,-68.848,-71.289,-64.453,-42.969
1683631421,-38.574,-56.152,-64.941,-46.875
1683631421,-14.16,-26.855,-56.641,-46.875
1683631421,-37.598,-27.344,-53.711,-43.945
1683631421,-78.613,-40.527,-41.504,-56.152
1683631421,-69.824,-37.109,-20.508,-50.293
1683631421,-36.621,-35.645,-17.09,-32.715
1683631421,-8.789,-32.715,-27.832,-22.461
1683631421,-35.645,-32.715,-36.621,-36.133
1683631421,-79.102,-51.27,-57.129,-55.664
1683631421,-79.102,-60.547,-58.594,-53.223
1683631421,-49.805,-46.875,-48.828,-51.758
1683631421,-33.203,-53.223,-57.129,-54.688
1683631421,-46.875,-53.223,-45.898,-48.828
1683631421,-67.871,-51.758,-35.156,-46.387
1683631421,-79.102,-68.848,-42.969,-47.363
1683631421,-64.941,-47.363,-47.852,-44.922
1683631421,-23.438,-14.16,-44.434,-37.598
1683631421,-37.598,-24.902,-48.34,-49.805
1683631421,-78.125,-42.969,-50.781,-59.082
1683631421,-71.289,-44.922,-32.715,-41.504
1683631421,-46.387,-41.992,-30.762,-34.18
1683631421,-16.113,-41.504,-46.387,-32.715
1683631421,-29.297,-39.551,-47.852,-36.621
1683631421,-73.73,-54.199,-45.41,-50.781
1683631421,-88.379,-58.105,-48.828,-54.199
1683631421,-73.242,-38.574,-44.434,-52.734
1683631421,-42.969,-36.133,-35.645,-48.34
1683631421,-40.527,-43.457,-41.992,-50.781
1683631421,-62.5,-42.969,-56.152,-54.688
1683631421,-68.359,-39.062,-53.223,-54.688
1683631421,-52.246,-34.668,-35.156,-43.457
1683631421,-16.602,-25.391,-11.719,-25.391
1683631421,-17.578,-33.203,-17.09,-45.898
1683631421,-71.289,-51.758,-32.227,-61.523
1683631421,-95.215,-49.805,-35.645,-52.246
1683631421,-75.195,-36.621,-45.898,-55.664
1683631421,-36.621,-32.227,-33.203,-40.527
1683631421,-13.184,-22.949,-31.738,-30.273
1683631421,-41.016,-34.18,-50.293,-40.527
1683631421,-71.777,-51.758,-34.18,-48.828
1683631421,-64.453,-51.758,-12.695,-41.016
1683631421,-30.762,-31.25,-10.742,-23.438
1683631421,-17.578,-28.809,-31.25,-39.062
1683631421,-47.363,-41.992,-41.504,-60.059
1683631421,-64.453,-51.758,-39.551,-51.27
1683631421,-63.477,-66.895,-63.477,-53.223
1683631421,-44.922,-53.223,-51.27,-47.852
1683631421,-19.043,-32.715,-34.18,-26.855
1683631421,-32.715,-35.645,-39.551,-37.598
1683631421,-63.477,-45.41,-42.969,-45.41
1683631421,-60.547,-52.734,-53.711,-37.109
1683631421,-34.668,-55.664,-46.387,-38.574
1683631421,-20.996,-41.504,-38.574,-36.133
1683631421,-39.551,-33.691,-41.504,-34.18
1683631421,-60.547,-30.273,-29.297,-33.691
1683631421,-65.43,-28.809,-18.555,-37.598
1683631421,-61.035,-51.758,-38.574,-51.27
1683631421,-36.133,-46.387,-50.293,-45.898
1683631421,-38.574,-31.738,-57.617,-41.992
1683631421,-76.172,-44.922,-67.871,-53.223
1683631421,-83.496,-44.434,-51.758,-45.898
1683631421,-65.918,-41.992,-39.551,-43.457
1683631421,-23.438,-34.668,-25.391,-39.551
1683631421,-21.484,-47.852,-24.902,-41.016
1683631421,-67.871,-64.941,-32.715,-53.223
1683631421,-87.402,-63.965,-42.48,-63.477
1683631421,-66.406,-55.176,-49.805,-62.012
1683631421,-39.062,-33.203,-51.27,-51.27
1683631421,-41.504,-34.18,-50.781,-47.363
1683631421,-72.754,-50.781,-46.875,-52.246
1683631421,-73.242,-46.387,-47.363,-50.293
1683631421,-52.246,-49.805,-45.41,-39.062
1683631421,-19.043,-41.504,-34.668,-30.273
1683631421,-12.207,-24.902,-35.645,-33.691
1683631421,-52.246,-39.551,-41.016,-47.852
1683631421,-67.871,-55.176,-49.316,-52.734
1683631421,-41.016,-55.664,-51.27,-40.527
1683631422,-12.695,-53.711,-40.039,-33.691
1683631422,-0.488,-29.297,-39.062,-35.645
1683631422,-22.461,-21.973,-48.828,-43.457
1683631422,-40.527,-42.48,-52.734,-41.016
1683631422,-42.48,-62.988,-55.176,-45.41
1683631422,-30.762,-60.547,-41.016,-49.316
1683631422,-8.301,-48.828,-35.156,-35.156
1683631422,-29.785,-48.34,-43.457,-35.645
1683631422,-55.664,-35.156,-33.691,-35.645
1683631422,-58.105,-37.109,-31.25,-34.18
1683631422,-42.969,-49.316,-42.969,-41.016
1683631422,-23.438,-46.875,-50.293,-47.852
1683631422,-41.016,-33.203,-43.457,-40.039
1683631422,-59.082,-40.039,-37.598,-38.086
1683631422,-73.73,-67.871,-50.781,-52.246
1683631422,-42.969,-54.688,-42.969,-39.551
1683631422,-4.395,-31.25,-33.691,-29.297
1683631422,-33.203,-36.133,-54.688,-35.156
1683631422,-58.594,-49.805,-57.129,-45.41
1683631422,-50.293,-59.57,-42.48,-45.898
1683631422,-33.691,-50.293,-30.273,-34.668
1683631422,-22.461,-39.062,-28.32,-31.25
1683631422,-27.344,-31.25,-43.945,-34.18
1683631422,-61.035,-45.41,-52.246,-46.387
1683631422,-83.984,-60.547,-54.688,-59.082
1683631422,-66.406,-61.035,-55.664,-54.688
1683631422,-28.32,-62.012,-40.039,-51.758
1683631422,-10.742,-42.48,-27.344,-32.715
1683631422,-40.527,-26.855,-33.691,-23.926
1683631422,-69.824,-50.781,-56.641,-43.457
1683631422,-55.176,-59.57,-59.082,-46.875
1683631422,-12.695,-30.273,-33.203,-32.227
1683631422,-7.812,-17.09,-29.785,-19.043
1683631422,-41.016,-27.344,-36.133,-29.297
1683631422,-69.336,-48.34,-39.062,-43.457
1683631422,-55.176,-58.105,-41.504,-39.551
1683631422,-18.066,-41.016,-34.18,-42.48
1683631422,-18.066,-17.09,-46.387,-40.039
1683631422,-44.922,-19.531,-61.523,-36.621
1683631422,-45.898,-38.574,-34.668,-36.133
1683631422,-39.551,-48.34,-19.531,-33.203
1683631422,-26.855,-32.715,-30.273,-32.227
1683631422,-20.996,-31.25,-41.992,-39.062
1683631422,-40.527,-44.434,-42.48,-48.828
1683631422,-51.758,-41.504,-37.109,-39.062
1683631422,-48.828,-39.551,-32.227,-34.668
1683631422,-16.113,-32.227,-29.297,-33.203
1683631422,8.789,-31.25,-34.668,-24.414
1683631422,-26.855,-43.945,-40.039,-29.297
1683631422,-61.035,-48.34,-51.758,-38.086
1683631422,-62.012,-41.992,-61.035,-59.57
1683631422,-34.18,-30.273,-53.223,-70.312
1683631422,-9.277,-14.16,-45.41,-56.641
1683631422,-25.391,-10.742,-41.992,-62.012
1683631422,-53.223,-37.598,-44.922,-78.125
1683631422,-51.27,-44.434,-50.781,-70.312
1683631422,-41.992,-32.227,-48.828,-71.777
1683631422,-23.926,-40.039,-42.48,-78.125
1683631422,-30.762,-42.969,-45.898,-69.336
1683631422,-53.711,-36.133,-49.316,-65.918
1683631422,-55.664,-40.039,-41.016,-67.383
1683631422,-40.039,-36.133,-42.969,-68.359
1683631422,-1.953,-8.789,-22.461,-52.246
1683631422,-10.742,-8.789,-20.508,-48.34
1683631422,-56.152,-38.086,-46.875,-63.965
1683631422,-67.871,-40.527,-54.199,-70.312
1683631422,-52.734,-30.762,-41.016,-70.312
1683631422,-37.598,-26.367,-39.062,-62.012
1683631422,-39.062,-26.855,-50.781,-63.965
1683631422,-69.336,-38.086,-64.941,-68.848
1683631422,-91.309,-45.41,-67.871,-68.848
1683631422,-66.406,-43.945,-47.363,-68.359
1683631422,-21.484,-38.574,-49.316,-54.688
1683631422,-16.113,-26.855,-40.527,-42.969
1683631422,-49.316,-33.691,-21.973,-47.852
1683631422,-68.359,-56.152,-37.109,-65.43
1683631422,-63.965,-47.363,-42.48,-62.5
1683631422,-31.738,-17.09,-30.273,-43.457
1683631422,-8.301,-13.672,-38.086,-34.668
1683631422,-47.852,-21.973,-46.387,-40.527
1683631422,-73.73,-40.039,-49.805,-58.594
1683631422,-62.988,-49.316,-52.734,-62.988
1683631422,-22.461,-25.391,-32.715,-43.457
1683631422,4.395,-11.719,-24.902,-24.902
