timestamps,TP9,AF7,AF8,TP10
1683642727,-29.785,-36.621,-26.367,-23.926
1683642727,-52.246,-52.246,-28.809,-56.152
1683642727,-46.387,-43.457,-30.762,-46.875
1683642727,-27.832,-35.156,-25.879,-8.789
1683642727,-18.555,-38.574,-26.367,9.277
1683642727,-25.391,-38.086,-34.18,-14.16
1683642727,-36.133,-36.133,-39.551,-48.828
1683642727,-37.598,-36.621,-39.062,-48.828
1683642727,-30.762,-41.016,-29.785,-12.695
1683642727,-21.484,-40.039,-31.738,-2.441
1683642727,-28.809,-33.691,-37.598,-38.574
1683642727,-46.387,-37.598,-33.691,-64.453
1683642727,-50.781,-43.457,-32.715,-60.547
1683642727,-34.668,-34.18,-36.621,-44.922
1683642727,-22.461,-28.809,-34.668,-25.879
1683642727,-31.738,-38.574,-32.227,-37.598
1683642727,-42.48,-39.062,-35.156,-71.777
1683642727,-48.828,-40.039,-38.574,-79.59
1683642727,-47.363,-42.969,-37.109,-51.27
1683642727,-27.344,-33.203,-29.297,-20.508
1683642727,-26.855,-26.855,-25.879,-33.203
1683642727,-47.363,-34.668,-32.715,-68.848
1683642727,-45.898,-39.551,-32.227,-72.754
1683642727,-32.227,-34.18,-20.02,-38.086
1683642727,-25.879,-31.25,-22.461,-17.09
1683642727,-17.09,-25.391,-23.926,-23.438
1683642727,-19.043,-26.855,-25.391,-44.922
1683642727,-35.156,-39.551,-26.855,-63.965
1683642727,-33.203,-40.527,-29.297,-55.664
1683642727,-4.883,-26.367,-32.715,-30.762
1683642727,-13.672,-32.715,-30.762,-29.785
1683642727,-43.457,-50.293,-33.203,-54.199
1683642727,-49.805,-50.293,-33.203,-62.012
1683642727,-44.434,-44.434,-29.297,-46.387
1683642727,-20.996,-31.25,-27.832,-28.32
1683642727,-13.672,-26.855,-28.32,-26.855
1683642727,-25.879,-31.25,-22.461,-17.09
1683642727,-17.09,-25.391,-23.926,-23.438
1683642727,-19.043,-26.855,-25.391,-44.922
1683642727,-35.156,-39.551,-26.855,-63.965
1683642727,-33.203,-40.527,-29.297,-55.664
1683642727,-4.883,-26.367,-32.715,-30.762
1683642727,-13.672,-32.715,-30.762,-29.785
1683642727,-43.457,-50.293,-33.203,-54.199
1683642727,-49.805,-50.293,-33.203,-62.012
1683642727,-44.434,-44.434,-29.297,-46.387
1683642727,-20.996,-31.25,-27.832,-28.32
1683642727,-13.672,-26.855,-28.32,-26.855
1683642727,-30.762,-41.992,-25.879,-49.316
1683642727,-42.48,-42.48,-31.25,-79.102
1683642727,-46.387,-39.551,-26.367,-61.035
1683642727,-34.668,-37.598,-20.996,-15.625
1683642727,-18.066,-28.809,-29.785,-15.625
1683642727,-32.715,-32.227,-30.273,-50.293
1683642728,-49.805,-37.109,-30.762,-75.195
1683642728,-41.504,-37.109,-33.203,-71.777
1683642728,-25.879,-30.762,-28.809,-40.039
1683642728,-19.531,-25.879,-28.32,-28.809
1683642728,-28.32,-31.25,-27.344,-49.805
1683642728,-54.688,-39.062,-28.32,-80.566
1683642728,-62.012,-37.109,-36.621,-86.426
1683642728,-34.668,-21.484,-35.156,-50.293
1683642728,-25.391,-19.043,-34.18,-22.461
1683642728,-33.203,-33.203,-36.621,-32.227
1683642728,-47.852,-37.109,-39.551,-65.918
1683642728,-55.176,-40.527,-42.48,-73.73
1683642728,-34.18,-30.273,-41.016,-46.387
1683642728,-16.602,-27.832,-39.062,-21.973
1683642728,-25.879,-37.109,-40.039,-31.25
1683642728,-41.016,-40.527,-43.457,-61.035
1683642728,-43.945,-39.062,-42.48,-61.523
1683642728,-29.785,-30.273,-43.457,-26.367
1683642728,-12.207,-22.949,-45.898,-13.184
1683642728,-13.184,-21.973,-40.039,-26.367
1683642728,-31.738,-30.762,-40.527,-50.781
1683642728,-35.156,-30.762,-45.898,-65.43
1683642728,-27.832,-24.414,-41.504,-43.457
1683642728,-13.672,-25.879,-35.156,-6.348
1683642728,-9.766,-27.344,-35.156,2.93
1683642728,-28.809,-32.227,-41.504,-33.203
1683642728,-37.109,-31.738,-41.016,-52.734
1683642728,-35.645,-32.227,-35.156,-28.809
1683642728,-22.949,-25.391,-35.645,-6.348
1683642728,-13.672,-16.602,-35.645,-7.324
1683642728,-12.207,-22.949,-45.898,-13.184
1683642728,-13.184,-21.973,-40.039,-26.367
1683642728,-31.738,-30.762,-40.527,-50.781
1683642728,-35.156,-30.762,-45.898,-65.43
1683642728,-27.832,-24.414,-41.504,-43.457
1683642728,-13.672,-25.879,-35.156,-6.348
1683642728,-9.766,-27.344,-35.156,2.93
1683642728,-28.809,-32.227,-41.504,-33.203
1683642728,-37.109,-31.738,-41.016,-52.734
1683642728,-35.645,-32.227,-35.156,-28.809
1683642728,-22.949,-25.391,-35.645,-6.348
1683642728,-13.672,-16.602,-35.645,-7.324
1683642728,-31.738,-24.902,-35.156,-26.855
1683642728,-48.34,-31.738,-40.527,-44.922
1683642728,-46.875,-31.25,-44.922,-31.25
1683642728,-23.438,-22.461,-36.621,0.488
1683642728,-20.996,-27.832,-26.855,16.602
1683642728,-38.086,-35.645,-26.367,-0.977
1683642728,-46.387,-33.203,-31.25,-20.996
1683642728,-43.457,-33.691,-38.086,-23.438
1683642728,-19.043,-29.785,-38.574,-8.301
1683642728,-6.348,-24.414,-28.32,9.766
1683642728,-13.672,-26.855,-25.391,-1.953
1683642728,-43.945,-39.551,-30.273,-33.691
1683642728,-54.688,-44.434,-24.902,-26.367
1683642728,-28.32,-32.227,-23.438,5.371
1683642728,-19.531,-24.902,-28.809,19.043
1683642728,-25.879,-33.691,-34.18,-2.93
1683642728,-41.992,-44.434,-35.156,-34.18
1683642728,-56.641,-43.457,-33.691,-17.578
1683642728,-37.109,-38.086,-30.273,20.996
1683642728,-16.113,-36.133,-25.879,31.738
1683642728,-28.32,-39.551,-26.367,10.742
1683642728,-49.805,-43.945,-26.367,-14.16
1683642728,-48.34,-38.574,-28.809,-15.625
1683642728,-30.273,-32.227,-31.738,2.441
1683642728,-22.949,-36.133,-29.785,22.949
1683642728,-34.668,-43.457,-24.414,18.555
1683642728,-53.223,-51.27,-27.832,-11.23
1683642728,-55.664,-51.27,-38.086,-27.344
1683642728,-32.715,-41.016,-38.086,1.465
1683642728,-20.996,-37.109,-25.879,40.039
1683642728,-33.203,-44.434,-26.855,28.32
1683642728,-45.898,-49.805,-36.621,0
1683642728,-56.152,-48.34,-33.691,2.441
1683642728,-46.875,-44.434,-32.715,25.879
1683642728,-25.391,-35.156,-37.109,48.34
1683642728,-23.926,-33.691,-35.156,44.922
1683642728,-22.949,-36.133,-29.785,22.949
1683642728,-34.668,-43.457,-24.414,18.555
1683642728,-53.223,-51.27,-27.832,-11.23
1683642728,-55.664,-51.27,-38.086,-27.344
1683642728,-32.715,-41.016,-38.086,1.465
1683642728,-20.996,-37.109,-25.879,40.039
1683642728,-33.203,-44.434,-26.855,28.32
1683642728,-45.898,-49.805,-36.621,0
1683642728,-56.152,-48.34,-33.691,2.441
1683642728,-46.875,-44.434,-32.715,25.879
1683642728,-25.391,-35.156,-37.109,48.34
1683642728,-23.926,-33.691,-35.156,44.922
1683642728,-32.715,-38.574,-32.715,20.02
1683642728,-39.551,-37.598,-28.809,9.277
1683642728,-36.133,-36.621,-25.391,32.227
1683642728,-17.09,-32.715,-29.297,58.105
1683642728,-23.438,-35.645,-30.762,58.594
1683642728,-41.992,-43.457,-29.297,35.645
1683642728,-47.852,-45.898,-26.367,16.113
1683642728,-44.434,-42.48,-24.414,25.391
1683642728,-25.879,-32.227,-29.785,45.898
1683642728,-21.484,-31.738,-35.156,41.016
1683642728,-45.41,-40.039,-34.668,17.578
1683642728,-49.316,-42.48,-38.574,3.418
1683642728,-40.039,-41.504,-36.133,16.602
1683642728,-41.504,-41.016,-30.273,38.574
1683642728,-27.832,-31.738,-26.855,45.41
1683642728,-26.367,-28.809,-22.461,33.203
1683642728,-44.434,-35.156,-26.367,7.324
1683642728,-49.805,-37.109,-29.297,9.277
1683642728,-33.691,-30.273,-21.973,45.898
1683642728,-17.578,-28.32,-20.996,63.477
1683642728,-27.344,-41.504,-29.785,37.598
1683642728,-47.363,-45.898,-32.715,10.742
1683642728,-40.039,-30.273,-35.156,11.719
1683642728,-20.02,-24.902,-36.621,34.668
1683642728,-14.648,-31.25,-34.668,49.805
1683642728,-28.809,-36.133,-36.133,31.25
1683642728,-41.504,-38.086,-37.598,5.859
1683642728,-41.992,-36.133,-32.227,10.254
1683642728,-27.344,-26.367,-33.691,36.621
1683642728,-5.859,-18.555,-36.133,57.617
1683642728,-10.254,-23.926,-29.297,58.594
1683642728,-35.156,-39.062,-33.203,30.762
1683642728,-47.363,-45.41,-36.133,11.23
1683642728,-28.809,-32.715,-32.227,30.762
1683642728,-10.254,-25.879,-30.273,62.012
1683642728,-15.625,-28.809,-29.785,60.547
1683642728,-14.648,-31.25,-34.668,49.805
1683642728,-28.809,-36.133,-36.133,31.25
1683642728,-41.504,-38.086,-37.598,5.859
1683642728,-41.992,-36.133,-32.227,10.254
1683642728,-27.344,-26.367,-33.691,36.621
1683642728,-5.859,-18.555,-36.133,57.617
1683642728,-10.254,-23.926,-29.297,58.594
1683642728,-35.156,-39.062,-33.203,30.762
1683642728,-47.363,-45.41,-36.133,11.23
1683642728,-28.809,-32.715,-32.227,30.762
1683642728,-10.254,-25.879,-30.273,62.012
1683642728,-15.625,-28.809,-29.785,60.547
1683642728,-32.715,-37.598,-33.691,26.367
1683642728,-42.48,-45.898,-32.715,17.578
1683642728,-26.855,-32.227,-26.855,40.039
1683642728,-3.906,-24.902,-25.391,68.848
1683642728,-11.719,-34.18,-27.832,64.453
1683642728,-39.551,-39.551,-27.832,33.203
1683642728,-47.363,-32.227,-27.344,17.09
1683642728,-36.133,-33.691,-28.809,39.551
1683642728,-17.578,-37.109,-26.855,71.289
1683642728,-20.02,-35.645,-25.391,71.289
1683642728,-28.32,-33.691,-31.25,43.457
1683642728,-23.926,-33.203,-27.344,34.18
1683642728,-22.949,-30.762,-19.043,58.105
1683642728,-15.137,-26.855,-16.602,78.125
1683642728,-7.812,-25.391,-17.09,78.613
1683642728,-23.438,-33.691,-23.438,55.664
1683642728,-43.457,-45.898,-28.809,33.203
1683642728,-31.738,-38.574,-28.809,50.781
1683642728,-15.137,-24.902,-27.344,79.59
1683642728,-10.254,-28.32,-26.367,84.473
1683642728,-23.438,-35.156,-33.691,64.941
1683642728,-41.992,-35.156,-40.039,43.945
1683642728,-39.551,-34.668,-28.809,63.965
1683642728,-28.809,-33.691,-20.508,100.586
1683642728,-22.949,-30.762,-19.043,58.105
1683642728,-15.137,-26.855,-16.602,78.125
1683642728,-7.812,-25.391,-17.09,78.613
1683642728,-23.438,-33.691,-23.438,55.664
1683642728,-43.457,-45.898,-28.809,33.203
1683642728,-31.738,-38.574,-28.809,50.781
1683642728,-15.137,-24.902,-27.344,79.59
1683642728,-10.254,-28.32,-26.367,84.473
1683642728,-23.438,-35.156,-33.691,64.941
1683642728,-41.992,-35.156,-40.039,43.945
1683642728,-39.551,-34.668,-28.809,63.965
1683642728,-28.809,-33.691,-20.508,100.586
1683642728,-15.625,-25.391,-22.461,106.934
1683642728,-27.832,-32.715,-29.785,74.219
1683642728,-47.363,-39.551,-31.25,37.109
1683642728,-42.48,-32.227,-26.367,49.805
1683642728,-21.484,-23.926,-26.855,80.566
1683642728,-11.719,-20.508,-29.297,88.867
1683642728,-25.879,-28.32,-32.227,73.242
1683642728,-37.109,-40.527,-38.574,45.898
1683642728,-36.621,-41.504,-37.109,49.316
1683642728,-23.438,-32.227,-30.762,81.055
1683642728,-10.742,-29.297,-30.762,99.609
1683642728,-13.184,-33.203,-32.715,86.426
1683642728,-15.625,-25.391,-22.461,106.934
1683642728,-27.832,-32.715,-29.785,74.219
1683642728,-47.363,-39.551,-31.25,37.109
1683642728,-42.48,-32.227,-26.367,49.805
1683642728,-21.484,-23.926,-26.855,80.566
1683642728,-11.719,-20.508,-29.297,88.867
1683642728,-25.879,-28.32,-32.227,73.242
1683642728,-37.109,-40.527,-38.574,45.898
1683642728,-36.621,-41.504,-37.109,49.316
1683642728,-23.438,-32.227,-30.762,81.055
1683642728,-10.742,-29.297,-30.762,99.609
1683642728,-13.184,-33.203,-32.715,86.426
1683642728,-30.762,-38.086,-36.133,49.805
1683642728,-41.016,-42.48,-30.762,50.781
1683642728,-20.02,-29.785,-23.438,92.285
1683642728,-8.301,-23.926,-32.715,102.051
1683642728,-17.578,-33.203,-35.156,82.031
1683642728,-33.203,-41.992,-36.621,47.852
1683642728,-42.969,-40.039,-39.551,32.715
1683642728,-32.715,-29.785,-31.738,62.012
1683642728,-18.066,-24.902,-26.367,87.402
1683642728,-25.879,-29.785,-24.414,83.008
1683642728,-38.574,-37.109,-27.832,55.664
1683642728,-41.992,-40.039,-29.297,39.551
1683642728,-32.715,-27.832,-34.18,41.504
1683642728,-14.16,-18.555,-36.621,62.5
1683642728,-10.742,-18.066,-32.715,71.289
1683642728,-31.738,-31.25,-33.203,43.457
1683642728,-49.805,-42.48,-28.809,37.598
1683642728,-28.32,-28.809,-24.414,58.594
1683642728,-0.977,-17.578,-23.438,84.473
