timestamps,TP9,AF7,AF8,TP10
1683643773.356,-45.410,-54.199,-37.598,-44.922
1683643773.360,-51.270,-48.340,-36.621,-49.316
1683643773.364,-60.547,-48.340,-45.410,-64.941
1683643773.368,-52.734,-46.387,-52.246,-63.477
1683643773.372,-56.152,-42.480,-50.293,-50.781
1683643773.376,-65.918,-48.828,-43.945,-50.293
1683643773.380,-71.289,-52.246,-41.016,-55.176
1683643773.383,-63.477,-50.293,-48.340,-53.223
1683643773.387,-59.082,-47.363,-49.316,-51.758
1683643773.391,-45.410,-45.410,-45.410,-37.598
1683643773.395,-41.504,-41.992,-39.551,-27.832
1683643773.399,-49.805,-45.410,-34.668,-38.086
1683643773.401,-47.363,-50.293,-29.785,-30.273
1683643773.405,-35.156,-43.457,-28.809,-15.625
1683643773.409,-31.738,-37.598,-29.297,-14.648
1683643773.413,-37.598,-32.715,-26.855,-15.137
1683643773.417,-54.688,-27.832,-22.949,-24.414
1683643773.421,-50.781,-27.832,-19.043,-36.133
1683643773.425,-30.762,-33.691,-27.344,-23.438
1683643773.428,-28.320,-37.109,-31.738,-21.484
1683643773.432,-31.738,-36.133,-21.484,-32.715
1683643773.436,-46.875,-35.156,-21.484,-39.062
1683643773.440,-46.387,-33.203,-23.438,-34.668
1683643773.444,-34.180,-36.133,-24.902,-28.809
1683643773.446,-33.203,-37.598,-26.855,-22.949
1683643773.450,-38.574,-33.691,-23.926,-19.531
1683643773.454,-39.551,-32.715,-20.508,-21.973
1683643773.458,-44.434,-36.133,-25.391,-27.832
1683643773.462,-42.480,-32.227,-31.250,-24.414
1683643773.466,-41.016,-33.203,-31.250,-18.066
1683643773.470,-39.551,-43.457,-33.691,-19.531
1683643773.473,-31.250,-34.668,-26.855,-22.461
1683643773.477,-33.691,-21.484,-23.438,-36.133
1683643773.481,-30.762,-28.809,-23.926,-33.203
1683643773.485,-41.016,-37.109,-21.484,-27.832
1683643773.489,-43.457,-36.621,-23.926,-35.645
1683643773.506,-39.551,-30.273,-21.973,-40.527
1683643773.510,-53.223,-33.691,-17.578,-38.086
1683643773.514,-41.016,-41.504,-21.973,-34.668
1683643773.518,-34.668,-44.434,-28.809,-37.109
1683643773.522,-51.270,-42.480,-26.855,-32.227
1683643773.526,-48.828,-32.227,-25.391,-26.855
1683643773.530,-27.344,-28.320,-29.297,-25.391
1683643773.533,-25.879,-31.738,-29.297,-24.902
1683643773.537,-54.688,-35.156,-31.738,-41.504
1683643773.541,-53.223,-41.504,-37.598,-45.898
1683643773.545,-40.039,-43.457,-33.691,-37.109
1683643773.549,-41.992,-40.527,-26.855,-26.855
1683643773.506,-39.551,-30.273,-21.973,-40.527
1683643773.510,-53.223,-33.691,-17.578,-38.086
1683643773.514,-41.016,-41.504,-21.973,-34.668
1683643773.518,-34.668,-44.434,-28.809,-37.109
1683643773.522,-51.270,-42.480,-26.855,-32.227
1683643773.526,-48.828,-32.227,-25.391,-26.855
1683643773.530,-27.344,-28.320,-29.297,-25.391
