timestamps,TP9,AF7,AF8,TP10
1683642571.304,-36.621,-38.086,-48.340,-47.363
1683642571.308,-43.457,-34.180,-40.039,-73.730
1683642571.312,-33.691,-28.809,-24.414,-48.828
1683642571.316,-10.742,-18.066,-13.184,-7.812
1683642571.320,-4.883,-12.695,-23.926,-4.883
1683642571.323,-35.156,-28.320,-41.992,-55.664
1683642571.327,-62.012,-49.316,-47.852,-98.633
1683642571.331,-55.664,-48.340,-33.203,-84.473
1683642571.335,-25.879,-24.902,-15.625,-36.621
1683642571.339,-14.160,-25.391,-29.785,-18.066
1683642571.341,-33.691,-42.480,-49.316,-56.641
1683642571.345,-55.176,-47.852,-48.828,-92.285
1683642571.349,-48.340,-43.457,-29.785,-76.172
1683642571.353,-22.949,-34.180,-17.090,-27.344
1683642571.357,-10.742,-31.738,-31.250,-5.371
1683642571.361,-29.297,-38.086,-42.969,-33.691
1683642571.365,-60.059,-42.480,-45.410,-75.195
1683642571.368,-59.570,-41.992,-36.133,-72.266
1683642571.372,-28.809,-34.668,-24.414,-22.949
1683642571.376,-9.766,-26.367,-32.715,11.230
1683642571.380,-25.879,-28.809,-46.387,-13.184
1683642571.384,-43.945,-34.668,-45.410,-57.129
1683642571.387,-41.504,-35.156,-34.180,-58.105
1683642571.391,-25.391,-23.438,-16.113,-10.742
1683642571.395,-8.789,-12.695,-13.672,23.926
1683642571.399,-17.578,-25.879,-34.668,-3.418
1683642571.403,-51.270,-41.016,-46.387,-57.129
1683642571.407,-60.547,-38.086,-30.762,-69.336
1683642571.411,-35.645,-22.461,-11.230,-22.461
1683642571.414,-20.020,-20.508,-15.625,10.742
1683642571.418,-36.621,-31.738,-36.133,-9.766
1683642571.422,-62.500,-47.852,-44.434,-56.152
1683642571.426,-66.895,-49.316,-27.344,-78.125
1683642571.430,-51.270,-41.504,-16.602,-50.293
1683642571.431,-31.738,-31.250,-16.113,-6.348
1683642571.435,-29.297,-29.297,-21.484,-6.836
1683642571.439,-50.293,-37.598,-32.227,-55.176
1683642571.443,-62.500,-44.434,-32.715,-80.078
1683642571.447,-39.551,-33.203,-18.555,-42.480
1683642571.451,-20.020,-21.484,-10.254,5.859
1683642571.455,-29.297,-21.484,-23.926,1.465
1683642571.458,-54.688,-40.039,-40.527,-48.828
1683642571.462,-75.195,-57.129,-39.551,-81.055
1683642571.466,-60.059,-44.922,-20.996,-50.781
1683642571.470,-31.250,-27.344,-13.672,-1.953
1683642571.474,-22.461,-24.414,-27.832,4.395
1683642571.476,-41.504,-35.645,-41.504,-41.016
1683642571.480,-58.594,-45.898,-39.551,-75.195
1683642571.484,-42.969,-33.691,-15.625,-47.852
1683642571.488,-16.602,-19.043,-3.906,5.371
1683642571.492,-5.859,-19.531,-18.066,20.508
1683642571.496,-26.367,-26.367,-34.668,-23.438
1683642571.500,-53.711,-32.227,-38.574,-67.383
1683642571.503,-45.898,-32.715,-24.902,-57.617
1683642571.507,-19.043,-30.762,-19.043,-15.625
1683642571.511,-12.695,-29.785,-28.809,-4.395
1683642571.515,-31.250,-26.855,-41.992,-46.387
1683642571.519,-55.176,-35.645,-49.805,-93.750
1683642571.521,-58.594,-35.645,-35.156,-91.309
1683642571.525,-41.016,-22.949,-14.648,-43.945
1683642571.529,-19.043,-16.113,-13.184,-11.230
1683642571.533,-33.691,-25.879,-35.645,-44.434
1683642571.537,-62.988,-42.969,-47.852,-97.168
1683642571.541,-62.012,-42.480,-31.250,-98.145
1683642571.545,-39.551,-26.367,-20.020,-49.316
1683642571.548,-22.461,-20.996,-25.879,-16.602
1683642571.552,-34.180,-34.668,-37.598,-39.062
1683642571.556,-60.059,-47.363,-39.551,-80.078
1683642571.560,-67.383,-43.457,-31.250,-84.961
1683642571.564,-44.922,-26.855,-17.090,-39.062
1683642571.567,-21.973,-17.090,-17.090,-1.465
1683642571.571,-25.879,-26.855,-37.109,-20.508
1683642571.575,-46.387,-40.039,-42.480,-64.453
1683642571.579,-57.129,-40.527,-35.156,-79.102
1683642571.583,-39.551,-31.738,-29.297,-43.945
1683642571.587,-20.508,-19.043,-26.367,-5.859
1683642571.591,-21.484,-20.020,-41.992,-17.578
1683642571.594,-42.480,-40.039,-58.105,-67.871
1683642571.598,-56.641,-54.199,-49.805,-91.797
1683642571.602,-34.180,-42.480,-26.855,-53.223
1683642571.606,-9.766,-20.508,-23.926,-8.789
1683642571.610,-10.742,-22.949,-45.898,-15.625
1683642571.626,-35.156,-45.410,-59.570,-63.477
1683642571.630,-61.523,-57.617,-49.316,-96.680
1683642571.634,-51.270,-45.898,-27.344,-72.266
1683642571.638,-28.320,-24.414,-21.484,-26.855
1683642571.642,-25.879,-19.531,-37.598,-27.344
1683642571.646,-43.457,-25.391,-48.340,-67.383
1683642571.650,-60.547,-27.832,-44.922,-99.609
1683642571.653,-50.781,-30.762,-32.227,-82.520
1683642571.657,-25.391,-25.391,-20.508,-34.180
1683642571.661,-21.484,-25.391,-31.738,-21.973
1683642571.665,-45.410,-40.527,-53.223,-65.918
